Record_ID,Wavelength_nm,Absorbance
304,503.000,0.078857
305,504.000,0.074214
306,505.000,0.069884
307,506.000,0.065852
308,507.000,0.062104
309,508.000,0.058625
310,509.000,0.055401
311,510.000,0.052420
312,511.000,0.049670
313,512.000,0.047138
314,513.000,0.044813
315,514.000,0.042685
316,515.000,0.040742
317,516.000,0.038974
318,517.000,0.037372
319,518.000,0.035926
320,519.000,0.034627
321,520.000,0.033466
322,521.000,0.032433
323,522.000,0.031520
324,523.000,0.030718
325,524.000,0.030020
326,525.000,0.029416
327,526.000,0.028898
328,527.000,0.028458
329,528.000,0.028088
330,529.000,0.027780
331,530.000,0.027526
332,531.000,0.027320
333,532.000,0.027153
334,533.000,0.027018
335,534.000,0.026909
336,535.000,0.026820
337,536.000,0.026743
338,537.000,0.026674
339,538.000,0.026607
340,539.000,0.026538
341,540.000,0.026461
342,541.000,0.026375
343,542.000,0.026274
344,543.000,0.026157
345,544.000,0.026022
346,545.000,0.025868
347,546.000,0.025692
348,547.000,0.025496
349,548.000,0.025280
350,549.000,0.025043
351,550.000,0.024789
352,551.000,0.024517
353,552.000,0.024231
354,553.000,0.023933
355,554.000,0.023626
356,555.000,0.023313
357,556.000,0.022998
358,557.000,0.022682
359,558.000,0.022371
360,559.000,0.022068
361,560.000,0.021775
362,561.000,0.021496
363,562.000,0.021235
364,563.000,0.020993
365,564.000,0.020774
366,565.000,0.020579
367,566.000,0.020411
368,567.000,0.020271
369,568.000,0.020160
370,569.000,0.020078
371,570.000,0.020026
372,571.000,0.020003
373,572.000,0.020009
374,573.000,0.020042
375,574.000,0.020102
376,575.000,0.020185
377,576.000,0.020291
378,577.000,0.020416
379,578.000,0.020558
380,579.000,0.020715
381,580.000,0.020883
382,581.000,0.021059
383,582.000,0.021241
384,583.000,0.021426
385,584.000,0.021611
386,585.000,0.021794
387,586.000,0.021971
388,587.000,0.022141
389,588.000,0.022303
390,589.000,0.022454
391,590.000,0.022593
392,591.000,0.022719
393,592.000,0.022833
394,593.000,0.022933
395,594.000,0.023021
396,595.000,0.023095
397,596.000,0.023159
398,597.000,0.023212
399,598.000,0.023256
400,599.000,0.023292
401,600.000,0.023323
402,601.000,0.023350
403,602.000,0.023376
404,603.000,0.023402
405,604.000,0.023430
406,605.000,0.023463
407,606.000,0.023502
408,607.000,0.023549
409,608.000,0.023605
410,609.000,0.023672
411,610.000,0.023751
412,611.000,0.023841
413,612.000,0.023944
414,613.000,0.024059
415,614.000,0.024186
416,615.000,0.024325
417,616.000,0.024473
418,617.000,0.024630
419,618.000,0.024794
420,619.000,0.024962
421,620.000,0.025133
422,621.000,0.025304
423,622.000,0.025473
424,623.000,0.025636
425,624.000,0.025791
426,625.000,0.025935
427,626.000,0.026066
428,627.000,0.026179
429,628.000,0.026274
430,629.000,0.026348
431,630.000,0.026399
432,631.000,0.026424
433,632.000,0.026423
434,633.000,0.026395
435,634.000,0.026338
436,635.000,0.026254
437,636.000,0.026141
438,637.000,0.026001
439,638.000,0.025835
440,639.000,0.025644
441,640.000,0.025431
442,641.000,0.025197
443,642.000,0.024945
444,643.000,0.024679
445,644.000,0.024401
446,645.000,0.024115
447,646.000,0.023824
448,647.000,0.023533
449,648.000,0.023245
450,649.000,0.022963
451,650.000,0.022692
452,651.000,0.022434
453,652.000,0.022194
454,653.000,0.021974
455,654.000,0.021777
456,655.000,0.021606
457,656.000,0.021462
458,657.000,0.021348
459,658.000,0.021264
460,659.000,0.021211
461,660.000,0.021189
462,661.000,0.021199
463,662.000,0.021240
464,663.000,0.021311
465,664.000,0.021410
466,665.000,0.021535
467,666.000,0.021685
468,667.000,0.021857
469,668.000,0.022048
470,669.000,0.022255
471,670.000,0.022475
472,671.000,0.022706
473,672.000,0.022943
474,673.000,0.023184
475,674.000,0.023425
476,675.000,0.023664
477,676.000,0.023897
478,677.000,0.024123
479,678.000,0.024338
480,679.000,0.024541
481,680.000,0.024731
482,681.000,0.024904
483,682.000,0.025062
484,683.000,0.025203
485,684.000,0.025326
486,685.000,0.025433
487,686.000,0.025524
488,687.000,0.025598
489,688.000,0.025659
490,689.000,0.025706
491,690.000,0.025742
492,691.000,0.025769
493,692.000,0.025788
494,693.000,0.025802
495,694.000,0.025812
496,695.000,0.025821
497,696.000,0.025831
498,697.000,0.025844
499,698.000,0.025862
500,699.000,0.025886
501,700.000,0.025917
502,701.000,0.025957
503,702.000,0.026006
504,703.000,0.026065
505,704.000,0.026134
506,705.000,0.026213
507,706.000,0.026301
508,707.000,0.026398
509,708.000,0.026502
510,709.000,0.026611
511,710.000,0.026724
512,711.000,0.026839
513,712.000,0.026953
514,713.000,0.027065
515,714.000,0.027172
516,715.000,0.027270
517,716.000,0.027359
518,717.000,0.027435
519,718.000,0.027496
520,719.000,0.027539
521,720.000,0.027564
522,721.000,0.027567
523,722.000,0.027548
524,723.000,0.027506
525,724.000,0.027439
526,725.000,0.027348
527,726.000,0.027232
528,727.000,0.027092
529,728.000,0.026929
530,729.000,0.026744
531,730.000,0.026539
532,731.000,0.026315
533,732.000,0.026076
534,733.000,0.025825
535,734.000,0.025563
536,735.000,0.025294
537,736.000,0.025023
538,737.000,0.024751
539,738.000,0.024484
540,739.000,0.024224
541,740.000,0.023976
542,741.000,0.023742
543,742.000,0.023526
544,743.000,0.023330
545,744.000,0.023159
546,745.000,0.023014
547,746.000,0.022898
548,747.000,0.022811
549,748.000,0.022757
550,749.000,0.022734
551,750.000,0.022744
552,751.000,0.022787
553,752.000,0.022861
554,753.000,0.022967
555,754.000,0.023103
556,755.000,0.023266
557,756.000,0.023455
558,757.000,0.023668
559,758.000,0.023900
560,759.000,0.024150
561,760.000,0.024414
562,761.000,0.024688
563,762.000,0.024969
564,763.000,0.025255
565,764.000,0.025540
566,765.000,0.025822
567,766.000,0.026098
568,767.000,0.026365
569,768.000,0.026620
570,769.000,0.026860
571,770.000,0.027084
572,771.000,0.027290
573,772.000,0.027476
574,773.000,0.027642
575,774.000,0.027786
576,775.000,0.027909
577,776.000,0.028011
578,777.000,0.028093
579,778.000,0.028155
580,779.000,0.028198
581,780.000,0.028225
582,781.000,0.028237
583,782.000,0.028236
584,783.000,0.028224
585,784.000,0.028204
586,785.000,0.028177
587,786.000,0.028147
588,787.000,0.028114
589,788.000,0.028082
590,789.000,0.028053
591,790.000,0.028028
592,791.000,0.028009
593,792.000,0.027997
594,793.000,0.027993
595,794.000,0.027998
596,795.000,0.028012
597,796.000,0.028035
598,797.000,0.028068
599,798.000,0.028108
600,799.000,0.028156
601,800.000,0.028210
