Record_ID,Time_min,Temperature_C,HeatFlow_mW
67,6.600,86.000,0.039887
68,6.700,87.000,0.056291
69,6.800,88.000,0.067326
70,6.900,89.000,0.074646
71,7.000,90.000,0.079522
72,7.100,91.000,0.082837
73,7.200,92.000,0.085172
74,7.300,93.000,0.086892
75,7.400,94.000,0.088214
76,7.500,95.000,0.089255
77,7.600,96.000,0.090047
78,7.700,97.000,0.090547
79,7.800,98.000,0.090619
80,7.900,99.000,0.090006
81,8.000,100.000,0.088278
82,8.100,101.000,0.084781
83,8.200,102.000,0.078571
84,8.300,103.000,0.068363
85,8.400,104.000,0.052525
86,8.500,105.000,0.029119
87,8.600,106.000,-0.003955
88,8.700,107.000,-0.048706
89,8.800,108.000,-0.106691
90,8.900,109.000,-0.178575
91,9.000,110.000,-0.263678
92,9.100,111.000,-0.359615
93,9.200,112.000,-0.462129
94,9.300,113.000,-0.565220
95,9.400,114.000,-0.661616
96,9.500,115.000,-0.743566
97,9.600,116.000,-0.803840
98,9.700,117.000,-0.836762
99,9.800,118.000,-0.839088
100,9.900,119.000,-0.810511
101,10.000,120.000,-0.753715
102,10.100,121.000,-0.673947
103,10.200,122.000,-0.578204
104,10.300,123.000,-0.474211
105,10.400,124.000,-0.369397
106,10.500,125.000,-0.270051
107,10.600,126.000,-0.180774
108,10.700,127.000,-0.104281
109,10.800,128.000,-0.041505
110,10.900,129.000,0.008076
111,11.000,130.000,0.046015
112,11.100,131.000,0.074461
113,11.200,132.000,0.095802
114,11.300,133.000,0.112411
115,11.400,134.000,0.126517
116,11.500,135.000,0.140168
117,11.600,136.000,0.155267
118,11.700,137.000,0.173641
119,11.800,138.000,0.197121
120,11.900,139.000,0.227599
121,12.000,140.000,0.267061
122,12.100,141.000,0.317572
123,12.200,142.000,0.381215
124,12.300,143.000,0.459979
125,12.400,144.000,0.555606
126,12.500,145.000,0.669395
127,12.600,146.000,0.801995
128,12.700,147.000,0.953181
129,12.800,148.000,1.121667
130,12.900,149.000,1.304959
131,13.000,150.000,1.499289
132,13.100,151.000,1.699649
133,13.200,152.000,1.899939
134,13.300,153.000,2.093231
135,13.400,154.000,2.272144
136,13.500,155.000,2.429296
137,13.600,156.000,2.557809
138,13.700,157.000,2.651808
139,13.800,158.000,2.706866
140,13.900,159.000,2.720352
141,14.000,160.000,2.691647
142,14.100,161.000,2.622191
143,14.200,162.000,2.515365
144,14.300,163.000,2.376224
145,14.400,164.000,2.211102
146,14.500,165.000,2.027142
147,14.600,166.000,1.831780
148,14.700,167.000,1.632270
149,14.800,168.000,1.435246
150,14.900,169.000,1.246398
151,15.000,170.000,1.070249
152,15.100,171.000,0.910054
153,15.200,172.000,0.767813
154,15.300,173.000,0.644367
155,15.400,174.000,0.539569
156,15.500,175.000,0.452491
157,15.600,176.000,0.381641
158,15.700,177.000,0.325180
159,15.800,178.000,0.281106
160,15.900,179.000,0.247412
161,16.000,180.000,0.222195
162,16.100,181.000,0.203736
163,16.200,182.000,0.190543
164,16.300,183.000,0.181360
165,16.400,184.000,0.175166
166,16.500,185.000,0.171154
167,16.600,186.000,0.168702
168,16.700,187.000,0.167344
169,16.800,188.000,0.166736
170,16.900,189.000,0.166634
171,17.000,190.000,0.166865
172,17.100,191.000,0.167314
173,17.200,192.000,0.167900
174,17.300,193.000,0.168573
175,17.400,194.000,0.169298
176,17.500,195.000,0.170054
177,17.600,196.000,0.170830
178,17.700,197.000,0.171616
179,17.800,198.000,0.172408
180,17.900,199.000,0.173204
181,18.000,200.000,0.174002
182,18.100,201.000,0.174801
183,18.200,202.000,0.175601
184,18.300,203.000,0.176400
185,18.400,204.000,0.177200
186,18.500,205.000,0.178000
187,18.600,206.000,0.178800
188,18.700,207.000,0.179600
189,18.800,208.000,0.180400
190,18.900,209.000,0.181200
191,19.000,210.000,0.182000
192,19.100,211.000,0.182800
193,19.200,212.000,0.183600
194,19.300,213.000,0.184400
195,19.400,214.000,0.185200
196,19.500,215.000,0.186000
197,19.600,216.000,0.186800
198,19.700,217.000,0.187600
199,19.800,218.000,0.188400
200,19.900,219.000,0.189200
201,20.000,220.000,0.190000
202,20.100,221.000,0.190800
203,20.200,222.000,0.191600
204,20.300,223.000,0.192400
205,20.400,224.000,0.193200
206,20.500,225.000,0.194000
207,20.600,226.000,0.194800
208,20.700,227.000,0.195600
209,20.800,228.000,0.196400
210,20.900,229.000,0.197200
211,21.000,230.000,0.198000
212,21.100,231.000,0.198800
213,21.200,232.000,0.199600
214,21.300,233.000,0.200400
215,21.400,234.000,0.201200
216,21.500,235.000,0.202000
217,21.600,236.000,0.202800
218,21.700,237.000,0.203600
219,21.800,238.000,0.204400
220,21.900,239.000,0.205200
221,22.000,240.000,0.206000
222,22.100,241.000,0.206800
223,22.200,242.000,0.207600
224,22.300,243.000,0.208400
225,22.400,244.000,0.209200
226,22.500,245.000,0.210000
227,22.600,246.000,0.210800
228,22.700,247.000,0.211600
229,22.800,248.000,0.212400
230,22.900,249.000,0.213200
231,23.000,250.000,0.214000
232,23.100,251.000,0.214800
233,23.200,252.000,0.215600
234,23.300,253.000,0.216400
235,23.400,254.000,0.217200
236,23.500,255.000,0.218000
237,23.600,256.000,0.218800
238,23.700,257.000,0.219600
239,23.800,258.000,0.220400
240,23.900,259.000,0.221200
241,24.000,260.000,0.222000
242,24.100,261.000,0.222800
243,24.200,262.000,0.223600
244,24.300,263.000,0.224400
245,24.400,264.000,0.225200
246,24.500,265.000,0.226000
247,24.600,266.000,0.226800
248,24.700,267.000,0.227600
249,24.800,268.000,0.228400
250,24.900,269.000,0.229200
251,25.000,270.000,0.230000
252,25.100,271.000,0.230800
253,25.200,272.000,0.231600
254,25.300,273.000,0.232400
255,25.400,274.000,0.233200
256,25.500,275.000,0.234000
257,25.600,276.000,0.234800
258,25.700,277.000,0.235600
259,25.800,278.000,0.236400
260,25.900,279.000,0.237200
261,26.000,280.000,0.238000
262,26.100,281.000,0.238800
263,26.200,282.000,0.239600
264,26.300,283.000,0.240400
265,26.400,284.000,0.241200
266,26.500,285.000,0.242000
267,26.600,286.000,0.242800
268,26.700,287.000,0.243600
269,26.800,288.000,0.244400
270,26.900,289.000,0.245200
271,27.000,290.000,0.246000
272,27.100,291.000,0.246800
273,27.200,292.000,0.247600
274,27.300,293.000,0.248400
275,27.400,294.000,0.249200
276,27.500,295.000,0.250000
277,27.600,296.000,0.250800
278,27.700,297.000,0.251600
279,27.800,298.000,0.252400
280,27.900,299.000,0.253200
281,28.000,300.000,0.254000
