Record_ID,RetentionTime_min,RI_mV
838,16.740,0.821011
839,16.760,0.827933
840,16.780,0.834385
841,16.800,0.840152
842,16.820,0.845082
843,16.840,0.849090
844,16.860,0.852164
845,16.880,0.854362
846,16.900,0.855803
847,16.920,0.856664
848,16.940,0.857157
849,16.960,0.857520
850,16.980,0.857995
851,17.000,0.858811
852,17.020,0.860166
853,17.040,0.862215
854,17.060,0.865053
855,17.080,0.868708
856,17.100,0.873140
857,17.120,0.878240
858,17.140,0.883832
859,17.160,0.889688
860,17.180,0.895539
861,17.200,0.901092
862,17.220,0.906046
863,17.240,0.910114
864,17.260,0.913040
865,17.280,0.914615
866,17.300,0.914691
867,17.320,0.913192
868,17.340,0.910121
869,17.360,0.905555
870,17.380,0.899652
871,17.400,0.892631
872,17.420,0.884770
873,17.440,0.876382
874,17.460,0.867803
875,17.480,0.859371
876,17.500,0.851405
877,17.520,0.844190
878,17.540,0.837959
879,17.560,0.832883
880,17.580,0.829060
881,17.600,0.826515
882,17.620,0.825196
883,17.640,0.824986
884,17.660,0.825708
885,17.680,0.827140
886,17.700,0.829032
887,17.720,0.831124
888,17.740,0.833164
889,17.760,0.834925
890,17.780,0.836222
891,17.800,0.836925
892,17.820,0.836966
893,17.840,0.836347
894,17.860,0.835137
895,17.880,0.833469
896,17.900,0.831531
897,17.920,0.829553
898,17.940,0.827791
899,17.960,0.826512
900,17.980,0.825970
901,18.000,0.826395
902,18.020,0.827968
903,18.040,0.830817
904,18.060,0.834998
905,18.080,0.840493
906,18.100,0.847211
907,18.120,0.854985
908,18.140,0.863586
909,18.160,0.872731
910,18.180,0.882100
911,18.200,0.891356
912,18.220,0.900159
913,18.240,0.908190
914,18.260,0.915167
915,18.280,0.920861
916,18.300,0.925107
917,18.320,0.927816
918,18.340,0.928977
919,18.360,0.928655
920,18.380,0.926988
921,18.400,0.924176
922,18.420,0.920466
923,18.440,0.916137
924,18.460,0.911484
925,18.480,0.906795
926,18.500,0.902335
927,18.520,0.898330
928,18.540,0.894951
929,18.560,0.892308
930,18.580,0.890441
931,18.600,0.889321
932,18.620,0.888852
933,18.640,0.888881
934,18.660,0.889209
935,18.680,0.889606
936,18.700,0.889828
937,18.720,0.889637
938,18.740,0.888816
939,18.760,0.887189
940,18.780,0.884632
941,18.800,0.881086
942,18.820,0.876561
943,18.840,0.871139
944,18.860,0.864974
945,18.880,0.858280
946,18.900,0.851320
947,18.920,0.844395
948,18.940,0.837823
949,18.960,0.831920
950,18.980,0.826984
951,19.000,0.823274
952,19.020,0.820996
953,19.040,0.820289
954,19.060,0.821217
955,19.080,0.823767
956,19.100,0.827845
957,19.120,0.833285
958,19.140,0.839859
959,19.160,0.847288
960,19.180,0.855261
961,19.200,0.863450
962,19.220,0.871536
963,19.240,0.879220
964,19.260,0.886243
965,19.280,0.892402
966,19.300,0.897559
967,19.320,0.901646
968,19.340,0.904669
969,19.360,0.906704
970,19.380,0.907889
971,19.400,0.908414
972,19.420,0.908503
973,19.440,0.908402
974,19.460,0.908355
975,19.480,0.908590
976,19.500,0.909302
977,19.520,0.910636
978,19.540,0.912677
979,19.560,0.915445
980,19.580,0.918889
981,19.600,0.922891
982,19.620,0.927272
983,19.640,0.931803
984,19.660,0.936222
985,19.680,0.940244
986,19.700,0.943588
987,19.720,0.945987
988,19.740,0.947215
989,19.760,0.947093
990,19.780,0.945509
991,19.800,0.942425
992,19.820,0.937878
993,19.840,0.931983
994,19.860,0.924927
995,19.880,0.916959
996,19.900,0.908375
997,19.920,0.899505
998,19.940,0.890691
999,19.960,0.882269
1000,19.980,0.874552
1001,20.000,0.867809
1002,20.020,0.862252
1003,20.040,0.858027
1004,20.060,0.855205
1005,20.080,0.853779
1006,20.100,0.853668
1007,20.120,0.854726
1008,20.140,0.856750
1009,20.160,0.859495
1010,20.180,0.862696
1011,20.200,0.866079
1012,20.220,0.869384
1013,20.240,0.872382
1014,20.260,0.874889
1015,20.280,0.876779
1016,20.300,0.877992
1017,20.320,0.878534
1018,20.340,0.878482
1019,20.360,0.877973
1020,20.380,0.877196
1021,20.400,0.876379
1022,20.420,0.875771
1023,20.440,0.875625
1024,20.460,0.876180
1025,20.480,0.877643
1026,20.500,0.880173
1027,20.520,0.883870
1028,20.540,0.888763
1029,20.560,0.894807
1030,20.580,0.901885
1031,20.600,0.909810
1032,20.620,0.918335
1033,20.640,0.927167
1034,20.660,0.935985
1035,20.680,0.944453
1036,20.700,0.952244
1037,20.720,0.959057
1038,20.740,0.964635
1039,20.760,0.968779
1040,20.780,0.971360
1041,20.800,0.972327
1042,20.820,0.971705
1043,20.840,0.969598
1044,20.860,0.966179
1045,20.880,0.961679
1046,20.900,0.956373
1047,20.920,0.950562
1048,20.940,0.944554
1049,20.960,0.938647
1050,20.980,0.933109
1051,21.000,0.928162
1052,21.020,0.923973
1053,21.040,0.920640
1054,21.060,0.918192
1055,21.080,0.916587
1056,21.100,0.915717
1057,21.120,0.915420
1058,21.140,0.915490
1059,21.160,0.915694
1060,21.180,0.915790
1061,21.200,0.915545
1062,21.220,0.914753
1063,21.240,0.913249
1064,21.260,0.910924
1065,21.280,0.907735
1066,21.300,0.903708
1067,21.320,0.898940
1068,21.340,0.893593
1069,21.360,0.887889
1070,21.380,0.882092
1071,21.400,0.876499
1072,21.420,0.871414
1073,21.440,0.867137
1074,21.460,0.863940
1075,21.480,0.862052
1076,21.500,0.861644
1077,21.520,0.862818
1078,21.540,0.865599
1079,21.560,0.869934
1080,21.580,0.875691
1081,21.600,0.882670
1082,21.620,0.890614
1083,21.640,0.899218
1084,21.660,0.908156
1085,21.680,0.917091
1086,21.700,0.925699
1087,21.720,0.933686
1088,21.740,0.940805
1089,21.760,0.946867
1090,21.780,0.951755
1091,21.800,0.955424
1092,21.820,0.957902
1093,21.840,0.959289
1094,21.860,0.959744
1095,21.880,0.959476
1096,21.900,0.958725
1097,21.920,0.957745
1098,21.940,0.956787
1099,21.960,0.956082
1100,21.980,0.955821
1101,22.000,0.956143
1102,22.020,0.957129
1103,22.040,0.958789
1104,22.060,0.961064
1105,22.080,0.963832
1106,22.100,0.966912
1107,22.120,0.970078
1108,22.140,0.973071
1109,22.160,0.975623
1110,22.180,0.977468
1111,22.200,0.978363
1112,22.220,0.978108
1113,22.240,0.976557
1114,22.260,0.973629
1115,22.280,0.969321
1116,22.300,0.963701
1117,22.320,0.956916
1118,22.340,0.949178
1119,22.360,0.940758
1120,22.380,0.931966
1121,22.400,0.923139
1122,22.420,0.914619
1123,22.440,0.906734
1124,22.460,0.899782
1125,22.480,0.894009
1126,22.500,0.889602
1127,22.520,0.886675
1128,22.540,0.885265
1129,22.560,0.885331
1130,22.580,0.886760
1131,22.600,0.889374
1132,22.620,0.892940
1133,22.640,0.897194
1134,22.660,0.901849
1135,22.680,0.906620
1136,22.700,0.911240
1137,22.720,0.915477
1138,22.740,0.919152
1139,22.760,0.922141
1140,22.780,0.924392
1141,22.800,0.925921
1142,22.820,0.926812
1143,22.840,0.927207
1144,22.860,0.927298
1145,22.880,0.927312
1146,22.900,0.927493
1147,22.920,0.928084
1148,22.940,0.929310
1149,22.960,0.931361
1150,22.980,0.934375
1151,23.000,0.938428
1152,23.020,0.943528
1153,23.040,0.949609
1154,23.060,0.956533
1155,23.080,0.964099
1156,23.100,0.972050
1157,23.120,0.980090
1158,23.140,0.987899
1159,23.160,0.995153
1160,23.180,1.001543
1161,23.200,1.006791
1162,23.220,1.010671
1163,23.240,1.013018
1164,23.260,1.013742
1165,23.280,1.012829
1166,23.300,1.010347
1167,23.320,1.006435
1168,23.340,1.001303
1169,23.360,0.995210
1170,23.380,0.988456
1171,23.400,0.981361
1172,23.420,0.974243
1173,23.440,0.967406
1174,23.460,0.961115
1175,23.480,0.955586
1176,23.500,0.950974
1177,23.520,0.947364
1178,23.540,0.944767
1179,23.560,0.943124
1180,23.580,0.942313
1181,23.600,0.942157
1182,23.620,0.942441
1183,23.640,0.942925
1184,23.660,0.943364
1185,23.680,0.943529
1186,23.700,0.943217
1187,23.720,0.942274
1188,23.740,0.940601
1189,23.760,0.938167
1190,23.780,0.935010
1191,23.800,0.931235
1192,23.820,0.927013
1193,23.840,0.922566
1194,23.860,0.918155
1195,23.880,0.914068
1196,23.900,0.910595
1197,23.920,0.908014
1198,23.940,0.906570
1199,23.960,0.906460
1200,23.980,0.907822
1201,24.000,0.910719
1202,24.020,0.915138
1203,24.040,0.920988
1204,24.060,0.928105
1205,24.080,0.936259
1206,24.100,0.945166
1207,24.120,0.954507
1208,24.140,0.963941
1209,24.160,0.973130
1210,24.180,0.981754
1211,24.200,0.989530
1212,24.220,0.996227
1213,24.240,1.001681
1214,24.260,1.005798
1215,24.280,1.008561
1216,24.300,1.010028
1217,24.320,1.010325
1218,24.340,1.009638
1219,24.360,1.008195
1220,24.380,1.006255
1221,24.400,1.004085
1222,24.420,1.001943
1223,24.440,1.000063
1224,24.460,0.998635
1225,24.480,0.997796
1226,24.500,0.997619
1227,24.520,0.998106
1228,24.540,0.999195
1229,24.560,1.000757
1230,24.580,1.002611
1231,24.600,1.004532
1232,24.620,1.006270
1233,24.640,1.007567
1234,24.660,1.008175
1235,24.680,1.007873
1236,24.700,1.006485
1237,24.720,1.003893
1238,24.740,1.000048
1239,24.760,0.994972
1240,24.780,0.988764
1241,24.800,0.981594
1242,24.820,0.973695
1243,24.840,0.965350
1244,24.860,0.956879
1245,24.880,0.948618
1246,24.900,0.940900
