Record_ID,RetentionTime_min,RI_mV
163,3.240,1.851306
164,3.260,1.873068
165,3.280,1.877620
166,3.300,1.864720
167,3.320,1.834944
168,3.340,1.789630
169,3.360,1.730776
170,3.380,1.660890
171,3.400,1.582808
172,3.420,1.499500
173,3.440,1.413893
174,3.460,1.328701
175,3.480,1.246305
176,3.500,1.168662
177,3.520,1.097264
178,3.540,1.033131
179,3.560,0.976843
180,3.580,0.928587
181,3.600,0.888228
182,3.620,0.855376
183,3.640,0.829463
184,3.660,0.809796
185,3.680,0.795619
186,3.700,0.786144
187,3.720,0.780587
188,3.740,0.778183
189,3.760,0.778202
190,3.780,0.779957
191,3.800,0.782808
192,3.820,0.786170
193,3.840,0.789520
194,3.860,0.792400
195,3.880,0.794424
196,3.900,0.795290
197,3.920,0.794782
198,3.940,0.792773
199,3.960,0.789231
200,3.980,0.784211
201,4.000,0.777853
202,4.020,0.770371
203,4.040,0.762039
204,4.060,0.753175
205,4.080,0.744121
206,4.100,0.735224
207,4.120,0.726817
208,4.140,0.719198
209,4.160,0.712614
210,4.180,0.707249
211,4.200,0.703213
212,4.220,0.700541
213,4.240,0.699190
214,4.260,0.699045
215,4.280,0.699930
216,4.300,0.701622
217,4.320,0.703866
218,4.340,0.706393
219,4.360,0.708940
220,4.380,0.711271
221,4.400,0.713185
222,4.420,0.714540
223,4.440,0.715256
224,4.460,0.715319
225,4.480,0.714788
226,4.500,0.713786
227,4.520,0.712491
228,4.540,0.711126
229,4.560,0.709941
230,4.580,0.709194
231,4.600,0.709137
232,4.620,0.709992
233,4.640,0.711938
234,4.660,0.715095
235,4.680,0.719514
236,4.700,0.725171
237,4.720,0.731966
238,4.740,0.739727
239,4.760,0.748216
240,4.780,0.757144
241,4.800,0.766185
242,4.820,0.774996
243,4.840,0.783236
244,4.860,0.790585
245,4.880,0.796762
246,4.900,0.801545
247,4.920,0.804775
248,4.940,0.806376
249,4.960,0.806350
250,4.980,0.804777
251,5.000,0.801813
252,5.020,0.797675
253,5.040,0.792631
254,5.060,0.786979
255,5.080,0.781029
256,5.100,0.775085
257,5.120,0.769426
258,5.140,0.764290
259,5.160,0.759856
260,5.180,0.756240
261,5.200,0.753487
262,5.220,0.751569
263,5.240,0.750391
264,5.260,0.749801
265,5.280,0.749599
266,5.300,0.749555
267,5.320,0.749429
268,5.340,0.748984
269,5.360,0.748009
270,5.380,0.746335
271,5.400,0.743844
272,5.420,0.740487
273,5.440,0.736283
274,5.460,0.731325
275,5.480,0.725771
276,5.500,0.719843
277,5.520,0.713806
278,5.540,0.707958
279,5.560,0.702612
280,5.580,0.698072
281,5.600,0.694619
282,5.620,0.692490
283,5.640,0.691864
284,5.660,0.692849
285,5.680,0.695476
286,5.700,0.699695
287,5.720,0.705377
288,5.740,0.712319
289,5.760,0.720261
290,5.780,0.728894
291,5.800,0.737882
292,5.820,0.746882
293,5.840,0.755560
294,5.860,0.763612
295,5.880,0.770782
296,5.900,0.776874
297,5.920,0.781761
298,5.940,0.785395
299,5.960,0.787799
300,5.980,0.789073
301,6.000,0.789374
302,6.020,0.788912
303,6.040,0.787930
304,6.060,0.786685
305,6.080,0.785432
306,6.100,0.784404
307,6.120,0.783795
308,6.140,0.783749
309,6.160,0.784344
310,6.180,0.785593
311,6.200,0.787437
312,6.220,0.789753
313,6.240,0.792359
314,6.260,0.795028
315,6.280,0.797502
316,6.300,0.799514
317,6.320,0.800800
318,6.340,0.801124
319,6.360,0.800290
320,6.380,0.798162
321,6.400,0.794671
322,6.420,0.789824
323,6.440,0.783705
324,6.460,0.776473
325,6.480,0.768356
326,6.500,0.759636
327,6.520,0.750636
328,6.540,0.741701
329,6.560,0.733180
330,6.580,0.725404
331,6.600,0.718668
332,6.620,0.713214
333,6.640,0.709221
334,6.660,0.706791
335,6.680,0.705945
336,6.700,0.706628
337,6.720,0.708707
338,6.740,0.711987
339,6.760,0.716219
340,6.780,0.721124
341,6.800,0.726401
342,6.820,0.731756
343,6.840,0.736917
344,6.860,0.741649
345,6.880,0.745771
346,6.900,0.749166
347,6.920,0.751785
348,6.940,0.753651
349,6.960,0.754854
350,6.980,0.755545
351,7.000,0.755918
352,7.020,0.756204
353,7.040,0.756645
354,7.060,0.757479
355,7.080,0.758923
356,7.100,0.761152
357,7.120,0.764289
358,7.140,0.768394
359,7.160,0.773451
360,7.180,0.779375
361,7.200,0.786010
362,7.220,0.793136
363,7.240,0.800484
364,7.260,0.807751
365,7.280,0.814614
366,7.300,0.820755
367,7.320,0.825875
368,7.340,0.829716
369,7.360,0.832078
370,7.380,0.832826
371,7.400,0.831904
372,7.420,0.829337
373,7.440,0.825230
374,7.460,0.819762
375,7.480,0.813176
376,7.500,0.805763
377,7.520,0.797848
378,7.540,0.789769
379,7.560,0.781855
380,7.580,0.774412
381,7.600,0.767702
382,7.620,0.761930
383,7.640,0.757233
384,7.660,0.753674
385,7.680,0.751243
386,7.700,0.749857
387,7.720,0.749370
388,7.740,0.749585
389,7.760,0.750271
390,7.780,0.751180
391,7.800,0.752062
392,7.820,0.752689
393,7.840,0.752869
394,7.860,0.752461
395,7.880,0.751383
396,7.900,0.749625
397,7.920,0.747245
398,7.940,0.744366
399,7.960,0.741175
400,7.980,0.737903
401,8.000,0.734815
402,8.020,0.732190
403,8.040,0.730304
404,8.060,0.729411
405,8.080,0.729722
406,8.100,0.731394
407,8.120,0.734515
408,8.140,0.739100
409,8.160,0.745081
410,8.180,0.752316
411,8.200,0.760592
412,8.220,0.769636
413,8.240,0.779132
414,8.260,0.788736
415,8.280,0.798097
416,8.300,0.806875
417,8.320,0.814764
418,8.340,0.821504
419,8.360,0.826899
420,8.380,0.830826
421,8.400,0.833238
422,8.420,0.834171
423,8.440,0.833733
424,8.460,0.832098
425,8.480,0.829494
426,8.500,0.826188
427,8.520,0.822464
428,8.540,0.818606
429,8.560,0.814880
430,8.580,0.811517
431,8.600,0.808696
432,8.620,0.806535
433,8.640,0.805085
434,8.660,0.804324
435,8.680,0.804165
436,8.700,0.804459
437,8.720,0.805011
438,8.740,0.805590
439,8.760,0.805950
440,8.780,0.805847
441,8.800,0.805058
442,8.820,0.803397
443,8.840,0.800731
444,8.860,0.796994
445,8.880,0.792189
446,8.900,0.786393
447,8.920,0.779756
448,8.940,0.772495
449,8.960,0.764877
450,8.980,0.757212
451,9.000,0.749828
452,9.020,0.743057
453,9.040,0.737212
454,9.060,0.732570
455,9.080,0.729357
456,9.100,0.727728
457,9.120,0.727768
458,9.140,0.729476
459,9.160,0.732773
460,9.180,0.737505
461,9.200,0.743449
462,9.220,0.750332
463,9.240,0.757843
464,9.260,0.765656
465,9.280,0.773446
466,9.300,0.780909
467,9.320,0.787781
468,9.340,0.793851
469,9.360,0.798975
470,9.380,0.803077
471,9.400,0.806159
472,9.420,0.808291
473,9.440,0.809608
474,9.460,0.810295
475,9.480,0.810576
476,9.500,0.810694
477,9.520,0.810891
478,9.540,0.811395
479,9.560,0.812396
480,9.580,0.814038
481,9.600,0.816401
482,9.620,0.819498
483,9.640,0.823273
484,9.660,0.827600
485,9.680,0.832292
486,9.700,0.837112
487,9.720,0.841787
488,9.740,0.846028
489,9.760,0.849544
490,9.780,0.852067
491,9.800,0.853364
492,9.820,0.853259
493,9.840,0.851640
494,9.860,0.848473
495,9.880,0.843802
496,9.900,0.837750
497,9.920,0.830514
498,9.940,0.822351
499,9.960,0.813570
500,9.980,0.804508
501,10.000,0.795517
502,10.020,0.786938
503,10.040,0.779090
504,10.060,0.772242
505,10.080,0.766607
506,10.100,0.762328
507,10.120,0.759470
508,10.140,0.758021
509,10.160,0.757892
510,10.180,0.758929
511,10.200,0.760923
512,10.220,0.763623
513,10.240,0.766759
514,10.260,0.770057
515,10.280,0.773257
516,10.300,0.776135
517,10.320,0.778513
518,10.340,0.780275
519,10.360,0.781369
520,10.380,0.781815
521,10.400,0.781701
522,10.420,0.781174
523,10.440,0.780433
524,10.460,0.779712
525,10.480,0.779263
526,10.500,0.779336
527,10.520,0.780167
528,10.540,0.781950
529,10.560,0.784831
530,10.580,0.788892
531,10.600,0.794140
532,10.620,0.800510
533,10.640,0.807861
534,10.660,0.815984
535,10.680,0.824613
536,10.700,0.833439
537,10.720,0.842129
538,10.740,0.850341
539,10.760,0.857749
540,10.780,0.864057
541,10.800,0.869021
542,10.820,0.872460
543,10.840,0.874265
544,10.860,0.874410
545,10.880,0.872949
546,10.900,0.870013
547,10.920,0.865800
548,10.940,0.860564
549,10.960,0.854600
550,10.980,0.848221
551,11.000,0.841746
552,11.020,0.835471
553,11.040,0.829662
554,11.060,0.824531
555,11.080,0.820229
556,11.100,0.816837
557,11.120,0.814363
558,11.140,0.812746
559,11.160,0.811858
560,11.180,0.811522
561,11.200,0.811520
562,11.220,0.811615
563,11.240,0.811563
564,11.260,0.811141
565,11.280,0.810154
566,11.300,0.808458
567,11.320,0.805969
568,11.340,0.802669
569,11.360,0.798615
570,11.380,0.793929
571,11.400,0.788800
572,11.420,0.783469
573,11.440,0.778216
574,11.460,0.773340
575,11.480,0.769145
576,11.500,0.765918
577,11.520,0.763909
578,11.540,0.763317
579,11.560,0.764278
580,11.580,0.766848
581,11.600,0.771009
582,11.620,0.776658
583,11.640,0.783619
584,11.660,0.791651
585,11.680,0.800461
586,11.700,0.809717
587,11.720,0.819073
588,11.740,0.828187
589,11.760,0.836737
590,11.780,0.844442
591,11.800,0.851078
592,11.820,0.856486
593,11.840,0.860584
594,11.860,0.863365
595,11.880,0.864899
596,11.900,0.865321
597,11.920,0.864825
598,11.940,0.863646
599,11.960,0.862041
600,11.980,0.860275
601,12.000,0.858600
602,12.020,0.857235
603,12.040,0.856357
604,12.060,0.856079
605,12.080,0.856454
606,12.100,0.857460
607,12.120,0.859011
608,12.140,0.860958
609,12.160,0.863097
610,12.180,0.865192
611,12.200,0.866982
612,12.220,0.868207
613,12.240,0.868620
614,12.260,0.868011
615,12.280,0.866221
616,12.300,0.863153
617,12.320,0.858781
618,12.340,0.853158
619,12.360,0.846413
620,12.380,0.838743
621,12.400,0.830408
622,12.420,0.821714
623,12.440,0.812997
624,12.460,0.804604
625,12.480,0.796873
626,12.500,0.790113
627,12.520,0.784589
628,12.540,0.780503
629,12.560,0.777986
630,12.580,0.777091
631,12.600,0.777789
632,12.620,0.779974
633,12.640,0.783470
634,12.660,0.788043
635,12.680,0.793419
636,12.700,0.799295
637,12.720,0.805366
638,12.740,0.811339
639,12.760,0.816956
640,12.780,0.822001
641,12.800,0.826323
642,12.820,0.829836
643,12.840,0.832527
644,12.860,0.834451
645,12.880,0.835730
646,12.900,0.836538
647,12.920,0.837089
648,12.940,0.837622
649,12.960,0.838377
650,12.980,0.839585
651,13.000,0.841443
652,13.020,0.844102
653,13.040,0.847654
654,13.060,0.852122
655,13.080,0.857459
656,13.100,0.863545
657,13.120,0.870197
658,13.140,0.877173
659,13.160,0.884192
660,13.180,0.890950
661,13.200,0.897135
662,13.220,0.902448
663,13.240,0.906627
664,13.260,0.909455
665,13.280,0.910783
666,13.300,0.910536
667,13.320,0.908719
668,13.340,0.905419
669,13.360,0.900803
670,13.380,0.895108
671,13.400,0.888627
672,13.420,0.881695
673,13.440,0.874672
674,13.460,0.867920
675,13.480,0.861787
676,13.500,0.856587
677,13.520,0.852586
678,13.540,0.849989
679,13.560,0.848933
680,13.580,0.849482
681,13.600,0.851633
682,13.620,0.855317
683,13.640,0.860418
684,13.660,0.866778
685,13.680,0.874221
686,13.700,0.882572
687,13.720,0.891672
688,13.740,0.901402
689,13.760,0.911692
690,13.780,0.922544
691,13.800,0.934031
692,13.820,0.946310
693,13.840,0.959617
694,13.860,0.974266
695,13.880,0.990637
696,13.900,1.009164
697,13.920,1.030319
698,13.940,1.054597
699,13.960,1.082495
700,13.980,1.114493
701,14.000,1.151045
702,14.020,1.192558
703,14.040,1.239391
704,14.060,1.291844
705,14.080,1.350161
706,14.100,1.414537
707,14.120,1.485124
708,14.140,1.562046
709,14.160,1.645420
710,14.180,1.735367
711,14.200,1.832040
712,14.220,1.935637
713,14.240,2.046425
714,14.260,2.164749
715,14.280,2.291049
716,14.300,2.425865
717,14.320,2.569835
718,14.340,2.723700
719,14.360,2.888288
720,14.380,3.064506
721,14.400,3.253323
722,14.420,3.455747
723,14.440,3.672809
724,14.460,3.905535
725,14.480,4.154932
726,14.500,4.421964
727,14.520,4.707535
728,14.540,5.012482
729,14.560,5.337561
730,14.580,5.683443
731,14.600,6.050722
732,14.620,6.439911
733,14.640,6.851455
734,14.660,7.285742
735,14.680,7.743116
736,14.700,8.223885
737,14.720,8.728340
738,14.740,9.256762
739,14.760,9.809428
740,14.780,10.386615
741,14.800,10.988601
742,14.820,11.615655
743,14.840,12.268032
744,14.860,12.945951
745,14.880,13.649582
746,14.900,14.379020
747,14.920,15.134264
748,14.940,15.915194
749,14.960,16.721544
750,14.980,17.552883
751,15.000,18.408598
752,15.020,19.287877
753,15.040,20.189704
754,15.060,21.112852
755,15.080,22.055889
756,15.100,23.017183
757,15.120,23.994917
758,15.140,24.987103
759,15.160,25.991608
760,15.180,27.006174
761,15.200,28.028438
762,15.220,29.055966
763,15.240,30.086264
764,15.260,31.116807
765,15.280,32.145048
766,15.300,33.168439
767,15.320,34.184433
768,15.340,35.190491
769,15.360,36.184084
770,15.380,37.162693
771,15.400,38.123797
772,15.420,39.064877
773,15.440,39.983402
774,15.460,40.876831
775,15.480,41.742606
776,15.500,42.578155
777,15.520,43.380896
778,15.540,44.148245
779,15.560,44.877632
780,15.580,45.566515
781,15.600,46.212408
782,15.620,46.812903
783,15.640,47.365699
784,15.660,47.868631
785,15.680,48.319701
786,15.700,48.717108
787,15.720,49.059269
788,15.740,49.344848
789,15.760,49.572767
790,15.780,49.742222
791,15.800,49.852690
792,15.820,49.903925
793,15.840,49.895955
794,15.860,49.829070
795,15.880,49.703807
796,15.900,49.520927
797,15.920,49.281398
798,15.940,48.986367
799,15.960,48.637140
800,15.980,48.235156
801,16.000,47.781973
802,16.020,47.279245
803,16.040,46.728717
804,16.060,46.132206
805,16.080,45.491605
806,16.100,44.808880
807,16.120,44.086068
808,16.140,43.325285
809,16.160,42.528731
810,16.180,41.698696
811,16.200,40.837563
812,16.220,39.947811
813,16.240,39.032017
814,16.260,38.092847
815,16.280,37.133053
816,16.300,36.155454
817,16.320,35.162922
818,16.340,34.158362
819,16.360,33.144681
820,16.380,32.124765
821,16.400,31.101450
822,16.420,30.077492
823,16.440,29.055539
824,16.460,28.038105
825,16.480,27.027554
826,16.500,26.026074
827,16.520,25.035673
828,16.540,24.058170
829,16.560,23.095191
830,16.580,22.148183
831,16.600,21.218414
832,16.620,20.306996
833,16.640,19.414895
834,16.660,18.542956
835,16.680,17.691921
836,16.700,16.862447
837,16.720,16.055124
838,16.740,15.270492
839,16.760,14.509050
840,16.780,13.771260
841,16.800,13.057555
842,16.820,12.368333
843,16.840,11.703952
844,16.860,11.064720
845,16.880,10.450881
846,16.900,9.862606
847,16.920,9.299976
848,16.940,8.762970
849,16.960,8.251456
850,16.980,7.765180
851,17.000,7.303765
852,17.020,6.866714
853,17.040,6.453409
854,17.060,6.063129
855,17.080,5.695060
856,17.100,5.348315
857,17.120,5.021953
858,17.140,4.715005
859,17.160,4.426495
860,17.180,4.155463
861,17.200,3.900986
862,17.220,3.662193
863,17.240,3.438282
864,17.260,3.228527
865,17.280,3.032280
866,17.300,2.848971
867,17.320,2.678102
868,17.340,2.519238
869,17.360,2.371986
870,17.380,2.235989
871,17.400,2.110897
872,17.420,1.996359
873,17.440,1.891999
874,17.460,1.797406
875,17.480,1.712122
876,17.500,1.635633
877,17.520,1.567373
878,17.540,1.506720
879,17.560,1.453006
880,17.580,1.405528
881,17.600,1.363566
882,17.620,1.326397
883,17.640,1.293315
884,17.660,1.263649
885,17.680,1.236784
886,17.700,1.212176
887,17.720,1.189361
888,17.740,1.167969
889,17.760,1.147724
890,17.780,1.128445
891,17.800,1.110037
892,17.820,1.092486
893,17.840,1.075840
894,17.860,1.060193
895,17.880,1.045667
896,17.900,1.032392
897,17.920,1.020487
898,17.940,1.010040
899,17.960,1.001098
900,17.980,0.993654
901,18.000,0.987639
902,18.020,0.982924
903,18.040,0.979321
904,18.060,0.976593
905,18.080,0.974463
906,18.100,0.972631
907,18.120,0.970792
908,18.140,0.968654
909,18.160,0.965952
910,18.180,0.962472
911,18.200,0.958059
912,18.220,0.952630
913,18.240,0.946178
914,18.260,0.938775
915,18.280,0.930571
916,18.300,0.921780
917,18.320,0.912672
918,18.340,0.903554
919,18.360,0.894757
920,18.380,0.886608
921,18.400,0.879420
922,18.420,0.873464
923,18.440,0.868959
924,18.460,0.866056
925,18.480,0.864831
926,18.500,0.865279
927,18.520,0.867316
928,18.540,0.870786
929,18.560,0.875468
930,18.580,0.881092
931,18.600,0.887355
932,18.620,0.893943
933,18.640,0.900545
934,18.660,0.906876
935,18.680,0.912692
936,18.700,0.917804
937,18.720,0.922089
938,18.740,0.925496
939,18.760,0.928045
940,18.780,0.929823
941,18.800,0.930980
942,18.820,0.931710
943,18.840,0.932240
944,18.860,0.932812
945,18.880,0.933662
946,18.900,0.935004
947,18.920,0.937012
948,18.940,0.939807
949,18.960,0.943446
950,18.980,0.947914
951,19.000,0.953127
952,19.020,0.958932
953,19.040,0.965114
954,19.060,0.971413
955,19.080,0.977534
956,19.100,0.983170
957,19.120,0.988015
958,19.140,0.991792
959,19.160,0.994261
960,19.180,0.995244
961,19.200,0.994628
962,19.220,0.992381
963,19.240,0.988551
964,19.260,0.983264
965,19.280,0.976719
966,19.300,0.969176
967,19.320,0.960943
968,19.340,0.952355
969,19.360,0.943760
970,19.380,0.935491
971,19.400,0.927856
972,19.420,0.921117
973,19.440,0.915472
974,19.460,0.911054
975,19.480,0.907916
976,19.500,0.906038
977,19.520,0.905326
978,19.540,0.905623
979,19.560,0.906720
980,19.580,0.908376
981,19.600,0.910330
982,19.620,0.912326
983,19.640,0.914125
984,19.660,0.915527
985,19.680,0.916384
986,19.700,0.916607
987,19.720,0.916177
988,19.740,0.915146
989,19.760,0.913629
990,19.780,0.911802
991,19.800,0.909887
992,19.820,0.908135
993,19.840,0.906814
994,19.860,0.906185
995,19.880,0.906484
996,19.900,0.907908
997,19.920,0.910596
998,19.940,0.914620
999,19.960,0.919978
1000,19.980,0.926590
1001,20.000,0.934300
1002,20.020,0.942885
1003,20.040,0.952067
1004,20.060,0.961524
1005,20.080,0.970913
1006,20.100,0.979886
1007,20.120,0.988112
1008,20.140,0.995294
1009,20.160,1.001187
1010,20.180,1.005610
1011,20.200,1.008459
1012,20.220,1.009708
1013,20.240,1.009411
1014,20.260,1.007697
1015,20.280,1.004763
1016,20.300,1.000855
1017,20.320,0.996256
1018,20.340,0.991266
1019,20.360,0.986185
1020,20.380,0.981290
1021,20.400,0.976822
1022,20.420,0.972967
1023,20.440,0.969851
1024,20.460,0.967528
1025,20.480,0.965984
1026,20.500,0.965132
1027,20.520,0.964831
1028,20.540,0.964886
1029,20.560,0.965072
1030,20.580,0.965147
1031,20.600,0.964873
1032,20.620,0.964031
1033,20.640,0.962441
1034,20.660,0.959977
1035,20.680,0.956574
1036,20.700,0.952241
1037,20.720,0.947056
1038,20.740,0.941171
1039,20.760,0.934798
1040,20.780,0.928202
1041,20.800,0.921681
1042,20.820,0.915556
1043,20.840,0.910143
1044,20.860,0.905739
1045,20.880,0.902603
1046,20.900,0.900937
1047,20.920,0.900877
1048,20.940,0.902482
1049,20.960,0.905728
1050,20.980,0.910515
1051,21.000,0.916664
1052,21.020,0.923935
1053,21.040,0.932035
1054,21.060,0.940641
1055,21.080,0.949412
1056,21.100,0.958016
1057,21.120,0.966145
1058,21.140,0.973530
1059,21.160,0.979963
1060,21.180,0.985301
1061,21.200,0.989474
1062,21.220,0.992490
1063,21.240,0.994426
1064,21.260,0.995426
1065,21.280,0.995683
1066,21.300,0.995429
1067,21.320,0.994914
1068,21.340,0.994388
1069,21.360,0.994084
1070,21.380,0.994199
1071,21.400,0.994883
1072,21.420,0.996220
1073,21.440,0.998232
1074,21.460,1.000867
1075,21.480,1.004008
1076,21.500,1.007476
1077,21.520,1.011045
1078,21.540,1.014456
1079,21.560,1.017431
1080,21.580,1.019697
1081,21.600,1.021002
1082,21.620,1.021132
1083,21.640,1.019929
1084,21.660,1.017302
1085,21.680,1.013233
1086,21.700,1.007786
1087,21.720,1.001099
1088,21.740,0.993381
1089,21.760,0.984903
1090,21.780,0.975978
1091,21.800,0.966950
1092,21.820,0.958170
1093,21.840,0.949977
1094,21.860,0.942681
1095,21.880,0.936543
1096,21.900,0.931763
1097,21.920,0.928467
1098,21.940,0.926705
1099,21.960,0.926445
1100,21.980,0.927581
1101,22.000,0.929940
1102,22.020,0.933294
1103,22.040,0.937376
1104,22.060,0.941901
1105,22.080,0.946579
1106,22.100,0.951140
1107,22.120,0.955349
1108,22.140,0.959017
1109,22.160,0.962022
1110,22.180,0.964304
1111,22.200,0.965878
1112,22.220,0.966824
1113,22.240,0.967285
1114,22.260,0.967452
1115,22.280,0.967552
1116,22.300,0.967830
1117,22.320,0.968528
1118,22.340,0.969873
1119,22.360,0.972050
1120,22.380,0.975197
1121,22.400,0.979387
1122,22.420,0.984621
1123,22.440,0.990826
1124,22.460,0.997860
1125,22.480,1.005511
1126,22.500,1.013515
1127,22.520,1.021568
1128,22.540,1.029345
1129,22.560,1.036515
1130,22.580,1.042767
1131,22.600,1.047821
1132,22.620,1.051453
1133,22.640,1.053503
1134,22.660,1.053886
1135,22.680,1.052599
1136,22.700,1.049719
1137,22.720,1.045399
1138,22.740,1.039859
1139,22.760,1.033374
1140,22.780,1.026253
1141,22.800,1.018826
1142,22.820,1.011420
1143,22.840,1.004343
1144,22.860,0.997865
1145,22.880,0.992201
1146,22.900,0.987502
1147,22.920,0.983849
1148,22.940,0.981247
1149,22.960,0.979629
1150,22.980,0.978866
1151,23.000,0.978773
1152,23.020,0.979130
1153,23.040,0.979692
1154,23.060,0.980216
1155,23.080,0.980471
1156,23.100,0.980261
1157,23.120,0.979439
1158,23.140,0.977916
1159,23.160,0.975672
1160,23.180,0.972757
1161,23.200,0.969289
1162,23.220,0.965448
1163,23.240,0.961465
1164,23.260,0.957609
1165,23.280,0.954166
1166,23.300,0.951422
1167,23.320,0.949647
1168,23.340,0.949073
1169,23.360,0.949878
1170,23.380,0.952175
1171,23.400,0.956003
1172,23.420,0.961319
1173,23.440,0.968005
1174,23.460,0.975867
1175,23.480,0.984649
1176,23.500,0.994046
1177,23.520,1.003720
1178,23.540,1.013319
1179,23.560,1.022500
1180,23.580,1.030945
1181,23.600,1.038378
1182,23.620,1.044584
1183,23.640,1.049417
1184,23.660,1.052807
1185,23.680,1.054764
1186,23.700,1.055372
1187,23.720,1.054784
1188,23.740,1.053209
1189,23.760,1.050897
1190,23.780,1.048120
1191,23.800,1.045156
1192,23.820,1.042269
1193,23.840,1.039688
1194,23.860,1.037599
1195,23.880,1.036125
1196,23.900,1.035324
1197,23.920,1.035185
1198,23.940,1.035627
1199,23.960,1.036509
1200,23.980,1.037637
1201,24.000,1.038782
1202,24.020,1.039695
1203,24.040,1.040124
1204,24.060,1.039837
1205,24.080,1.038635
1206,24.100,1.036370
1207,24.120,1.032957
1208,24.140,1.028382
1209,24.160,1.022707
1210,24.180,1.016067
1211,24.200,1.008666
1212,24.220,1.000765
1213,24.240,0.992669
1214,24.260,0.984710
1215,24.280,0.977227
1216,24.300,0.970546
1217,24.320,0.964963
1218,24.340,0.960725
1219,24.360,0.958013
1220,24.380,0.956939
1221,24.400,0.957532
1222,24.420,0.959740
1223,24.440,0.963435
1224,24.460,0.968420
1225,24.480,0.974439
1226,24.500,0.981200
1227,24.520,0.988385
1228,24.540,0.995674
1229,24.560,1.002765
1230,24.580,1.009388
1231,24.600,1.015325
1232,24.620,1.020419
1233,24.640,1.024582
1234,24.660,1.027799
1235,24.680,1.030127
1236,24.700,1.031688
1237,24.720,1.032657
1238,24.740,1.033248
1239,24.760,1.033699
1240,24.780,1.034254
1241,24.800,1.035139
1242,24.820,1.036553
1243,24.840,1.038644
1244,24.860,1.041503
1245,24.880,1.045155
1246,24.900,1.049550
