Time_min,Temperature_C
32.100,27.2353
32.200,27.2128
32.300,27.1940
32.400,27.1786
32.500,27.1661
32.600,27.1561
32.700,27.1484
32.800,27.1426
32.900,27.1385
33.000,27.1358
33.100,27.1343
33.200,27.1338
33.300,27.1342
33.400,27.1352
33.500,27.1367
33.600,27.1386
33.700,27.1408
33.800,27.1431
33.900,27.1456
34.000,27.1480
34.100,27.1504
34.200,27.1527
34.300,27.1548
34.400,27.1568
34.500,27.1585
34.600,27.1599
34.700,27.1610
34.800,27.1619
34.900,27.1624
35.000,27.1627
35.100,27.1627
35.200,27.1624
35.300,27.1618
35.400,27.1610
35.500,27.1599
35.600,27.1587
35.700,27.1573
35.800,27.1557
35.900,27.1540
36.000,27.1523
36.100,27.1505
36.200,27.1487
36.300,27.1470
36.400,27.1453
36.500,27.1437
36.600,27.1423
36.700,27.1410
36.800,27.1400
36.900,27.1392
37.000,27.1386
37.100,27.1383
37.200,27.1384
37.300,27.1387
37.400,27.1394
37.500,27.1405
37.600,27.1419
37.700,27.1436
37.800,27.1458
37.900,27.1483
38.000,27.1511
38.100,27.1543
38.200,27.1578
38.300,27.1616
38.400,27.1657
38.500,27.1701
38.600,27.1747
38.700,27.1796
38.800,27.1846
38.900,27.1897
39.000,27.1950
39.100,27.2003
39.200,27.2057
39.300,27.2110
39.400,27.2163
39.500,27.2216
39.600,27.2267
39.700,27.2317
39.800,27.2366
39.900,27.2412
40.000,27.2455
