Time_min,Temperature_C
17.200,43.8650
17.300,44.3804
17.400,44.7864
17.500,45.0781
17.600,45.2520
17.700,45.3071
17.800,45.2440
17.900,45.0653
18.000,44.7753
18.100,44.3801
18.200,43.8870
18.300,43.3047
18.400,42.6427
18.500,41.9112
18.600,41.1207
18.700,40.2817
18.800,39.4048
18.900,38.5000
19.000,37.5767
19.100,36.6438
19.200,35.7094
19.300,34.7805
19.400,33.8635
19.500,32.9639
19.600,32.0865
19.700,31.2352
19.800,30.4134
19.900,29.6240
20.000,28.8691
20.100,28.1507
20.200,27.4702
20.300,26.8289
20.400,26.2276
20.500,25.6667
20.600,25.1464
20.700,24.6667
20.800,24.2271
20.900,23.8269
21.000,23.4650
21.100,23.1401
21.200,22.8505
21.300,22.5944
21.400,22.3697
21.500,22.1742
21.600,22.0055
21.700,21.8612
21.800,21.7388
21.900,21.6360
22.000,21.5504
22.100,21.4799
22.200,21.4223
22.300,21.3757
22.400,21.3385
22.500,21.3090
22.600,21.2860
22.700,21.2681
22.800,21.2545
22.900,21.2441
23.000,21.2364
23.100,21.2307
23.200,21.2265
23.300,21.2233
23.400,21.2210
23.500,21.2192
23.600,21.2178
23.700,21.2166
23.800,21.2154
23.900,21.2143
24.000,21.2131
24.100,21.2118
24.200,21.2103
24.300,21.2087
24.400,21.2069
24.500,21.2050
24.600,21.2029
24.700,21.2007
24.800,21.1983
24.900,21.1957
25.000,21.1930
25.100,21.1903
25.200,21.1874
25.300,21.1844
25.400,21.1813
25.500,21.1783
25.600,21.1751
25.700,21.1720
25.800,21.1689
25.900,21.1658
26.000,21.1627
26.100,21.1597
26.200,21.1568
26.300,21.1540
26.400,21.1512
26.500,21.1487
26.600,21.1462
26.700,21.1439
26.800,21.1418
26.900,21.1399
27.000,21.1382
27.100,21.1366
27.200,21.1353
27.300,21.1342
27.400,21.1333
27.500,21.1326
27.600,21.1322
27.700,21.1320
27.800,21.1320
27.900,21.1323
28.000,21.1328
28.100,21.1335
28.200,21.1344
28.300,21.1355
28.400,21.1368
28.500,21.1383
28.600,21.1399
28.700,21.1417
28.800,21.1437
28.900,21.1458
29.000,21.1480
29.100,21.1503
29.200,21.1527
29.300,21.1552
29.400,21.1577
29.500,21.1602
29.600,21.1627
29.700,21.1652
29.800,21.1677
29.900,21.1702
30.000,21.1726
30.100,21.1749
30.200,21.1771
30.300,21.1792
30.400,21.1811
30.500,21.1829
30.600,21.1846
30.700,21.1860
30.800,21.1873
30.900,21.1884
31.000,21.1893
31.100,21.1900
31.200,21.1905
31.300,21.1907
31.400,21.1907
31.500,21.1905
31.600,21.1901
31.700,21.1894
31.800,21.1885
31.900,21.1873
32.000,21.1860
32.100,21.1845
32.200,21.1827
32.300,21.1808
32.400,21.1786
32.500,21.1763
32.600,21.1739
32.700,21.1713
32.800,21.1686
32.900,21.1657
33.000,21.1628
33.100,21.1598
33.200,21.1567
33.300,21.1536
33.400,21.1505
33.500,21.1474
33.600,21.1443
33.700,21.1412
33.800,21.1381
33.900,21.1352
34.000,21.1323
34.100,21.1295
34.200,21.1268
34.300,21.1243
34.400,21.1219
34.500,21.1197
34.600,21.1177
34.700,21.1158
34.800,21.1142
34.900,21.1127
35.000,21.1115
35.100,21.1105
35.200,21.1097
35.300,21.1091
35.400,21.1088
35.500,21.1087
35.600,21.1088
35.700,21.1092
35.800,21.1098
35.900,21.1105
36.000,21.1115
36.100,21.1127
36.200,21.1141
36.300,21.1157
36.400,21.1174
36.500,21.1193
36.600,21.1213
36.700,21.1235
36.800,21.1257
36.900,21.1281
37.000,21.1305
37.100,21.1330
37.200,21.1355
37.300,21.1380
37.400,21.1405
37.500,21.1430
37.600,21.1455
37.700,21.1479
37.800,21.1503
37.900,21.1526
38.000,21.1547
38.100,21.1567
38.200,21.1586
38.300,21.1604
38.400,21.1620
38.500,21.1634
38.600,21.1646
38.700,21.1656
38.800,21.1664
38.900,21.1670
39.000,21.1673
39.100,21.1675
39.200,21.1674
39.300,21.1671
39.400,21.1665
39.500,21.1657
39.600,21.1647
39.700,21.1635
39.800,21.1621
39.900,21.1605
40.000,21.1586
