Time_min,Temperature_C
17.000,35.6169
17.100,36.6830
17.200,37.7608
17.300,38.8408
17.400,39.9128
17.500,40.9665
17.600,41.9906
17.700,42.9740
17.800,43.9054
17.900,44.7740
18.000,45.5689
18.100,46.2803
18.200,46.8991
18.300,47.4171
18.400,47.8275
18.500,48.1247
18.600,48.3047
18.700,48.3650
18.800,48.3049
18.900,48.1250
19.000,47.8280
19.100,47.4178
19.200,46.8999
19.300,46.2813
19.400,45.5701
19.500,44.7752
19.600,43.9069
19.700,42.9755
19.800,41.9922
19.900,40.9682
20.000,39.9147
20.100,38.8426
20.200,37.7627
20.300,36.6850
20.400,35.6189
20.500,34.5729
20.600,33.5546
20.700,32.5708
20.800,31.6270
20.900,30.7280
21.000,29.8774
21.100,29.0779
21.200,28.3311
21.300,27.6379
21.400,26.9984
21.500,26.4119
21.600,25.8772
21.700,25.3925
21.800,24.9557
21.900,24.5641
22.000,24.2151
22.100,23.9057
22.200,23.6328
22.300,23.3934
22.400,23.1844
22.500,23.0030
22.600,22.8462
22.700,22.7113
22.800,22.5958
22.900,22.4974
23.000,22.4138
23.100,22.3431
23.200,22.2835
23.300,22.2334
23.400,22.1915
23.500,22.1564
23.600,22.1271
23.700,22.1026
23.800,22.0821
23.900,22.0649
24.000,22.0506
24.100,22.0384
24.200,22.0282
24.300,22.0194
24.400,22.0119
24.500,22.0054
24.600,21.9997
24.700,21.9947
24.800,21.9903
24.900,21.9864
25.000,21.9830
25.100,21.9799
25.200,21.9771
25.300,21.9747
25.400,21.9725
25.500,21.9707
25.600,21.9691
25.700,21.9678
25.800,21.9667
25.900,21.9659
26.000,21.9654
26.100,21.9651
26.200,21.9651
26.300,21.9653
26.400,21.9658
26.500,21.9666
26.600,21.9675
26.700,21.9687
26.800,21.9702
26.900,21.9718
27.000,21.9736
27.100,21.9757
27.200,21.9779
27.300,21.9802
27.400,21.9827
27.500,21.9853
27.600,21.9880
27.700,21.9908
27.800,21.9937
27.900,21.9966
28.000,21.9996
28.100,22.0025
28.200,22.0054
28.300,22.0083
28.400,22.0111
28.500,22.0139
28.600,22.0165
28.700,22.0190
28.800,22.0214
28.900,22.0237
29.000,22.0258
29.100,22.0277
29.200,22.0294
29.300,22.0309
29.400,22.0321
29.500,22.0332
29.600,22.0340
29.700,22.0346
29.800,22.0349
29.900,22.0350
30.000,22.0348
30.100,22.0344
30.200,22.0338
30.300,22.0329
30.400,22.0318
30.500,22.0304
30.600,22.0289
30.700,22.0271
30.800,22.0252
30.900,22.0230
31.000,22.0207
31.100,22.0183
31.200,22.0157
31.300,22.0131
31.400,22.0103
31.500,22.0074
31.600,22.0045
31.700,22.0016
31.800,21.9987
31.900,21.9958
32.000,21.9929
32.100,21.9900
32.200,21.9872
32.300,21.9845
32.400,21.9820
32.500,21.9795
32.600,21.9772
32.700,21.9750
32.800,21.9731
32.900,21.9713
33.000,21.9697
33.100,21.9684
33.200,21.9672
33.300,21.9663
33.400,21.9656
33.500,21.9652
33.600,21.9650
33.700,21.9651
33.800,21.9654
33.900,21.9659
34.000,21.9667
34.100,21.9677
34.200,21.9690
34.300,21.9705
34.400,21.9722
34.500,21.9740
34.600,21.9761
34.700,21.9783
34.800,21.9807
34.900,21.9832
35.000,21.9859
35.100,21.9886
35.200,21.9914
35.300,21.9943
35.400,21.9972
35.500,22.0001
35.600,22.0031
35.700,22.0060
35.800,22.0089
35.900,22.0117
36.000,22.0144
36.100,22.0170
36.200,22.0195
36.300,22.0219
36.400,22.0241
36.500,22.0262
36.600,22.0280
36.700,22.0297
36.800,22.0311
36.900,22.0324
37.000,22.0334
37.100,22.0341
37.200,22.0347
37.300,22.0349
37.400,22.0350
37.500,22.0348
37.600,22.0343
37.700,22.0336
37.800,22.0327
37.900,22.0315
38.000,22.0301
38.100,22.0285
38.200,22.0267
38.300,22.0248
38.400,22.0226
38.500,22.0203
38.600,22.0178
38.700,22.0152
38.800,22.0125
38.900,22.0097
39.000,22.0069
39.100,22.0040
39.200,22.0010
39.300,21.9981
39.400,21.9952
39.500,21.9923
39.600,21.9894
39.700,21.9867
39.800,21.9840
39.900,21.9815
40.000,21.9790
