Time_min,Temperature_C
36.700,26.3281
36.800,26.3273
36.900,26.3263
37.000,26.3251
37.100,26.3236
37.200,26.3220
37.300,26.3203
37.400,26.3185
37.500,26.3165
37.600,26.3146
37.700,26.3126
37.800,26.3107
37.900,26.3088
38.000,26.3070
38.100,26.3054
38.200,26.3039
38.300,26.3026
38.400,26.3015
38.500,26.3007
38.600,26.3001
38.700,26.2998
38.800,26.2998
38.900,26.3001
39.000,26.3007
39.100,26.3017
39.200,26.3030
39.300,26.3047
39.400,26.3067
39.500,26.3090
39.600,26.3117
39.700,26.3146
39.800,26.3179
39.900,26.3215
40.000,26.3253
