Time_min,Temperature_C
34.300,20.3173
34.400,20.3146
34.500,20.3117
34.600,20.3088
34.700,20.3057
34.800,20.3026
34.900,20.2993
35.000,20.2961
35.100,20.2928
35.200,20.2894
35.300,20.2861
35.400,20.2828
35.500,20.2795
35.600,20.2763
35.700,20.2731
35.800,20.2700
35.900,20.2670
36.000,20.2641
36.100,20.2613
36.200,20.2586
36.300,20.2561
36.400,20.2538
36.500,20.2516
36.600,20.2496
36.700,20.2478
36.800,20.2462
36.900,20.2448
37.000,20.2436
37.100,20.2426
37.200,20.2418
37.300,20.2412
37.400,20.2409
37.500,20.2407
37.600,20.2408
37.700,20.2411
37.800,20.2415
37.900,20.2422
38.000,20.2430
38.100,20.2440
38.200,20.2452
38.300,20.2466
38.400,20.2480
38.500,20.2496
38.600,20.2514
38.700,20.2532
38.800,20.2551
38.900,20.2571
39.000,20.2592
39.100,20.2613
39.200,20.2634
39.300,20.2655
39.400,20.2677
39.500,20.2698
39.600,20.2718
39.700,20.2738
39.800,20.2757
39.900,20.2776
40.000,20.2793
