Time_min,Temperature_C
15.600,24.4478
15.700,24.4680
15.800,24.4921
15.900,24.5205
16.000,24.5540
16.100,24.5932
16.200,24.6389
16.300,24.6921
16.400,24.7536
16.500,24.8246
16.600,24.9062
16.700,24.9997
16.800,25.1064
16.900,25.2280
17.000,25.3660
17.100,25.5220
17.200,25.6979
17.300,25.8956
17.400,26.1171
17.500,26.3643
17.600,26.6394
17.700,26.9444
17.800,27.2815
17.900,27.6527
18.000,28.0600
18.100,28.5055
18.200,28.9909
18.300,29.5178
18.400,30.0877
18.500,30.7018
18.600,31.3610
18.700,32.0660
18.800,32.8167
18.900,33.6132
19.000,34.4547
19.100,35.3400
19.200,36.2675
19.300,37.2349
19.400,38.2395
19.500,39.2778
19.600,40.3461
19.700,41.4397
19.800,42.5535
19.900,43.6821
20.000,44.8192
20.100,45.9584
20.200,47.0927
20.300,48.2148
20.400,49.3172
20.500,50.3921
20.600,51.4318
20.700,52.4284
20.800,53.3742
20.900,54.2617
21.000,55.0836
21.100,55.8332
21.200,56.5041
21.300,57.0904
21.400,57.5871
21.500,57.9898
21.600,58.2950
21.700,58.4997
21.800,58.6023
21.900,58.6019
22.000,58.4983
22.100,58.2926
22.200,57.9866
22.300,57.5831
22.400,57.0857
22.500,56.4988
22.600,55.8275
22.700,55.0777
22.800,54.2557
22.900,53.3683
23.000,52.4228
23.100,51.4268
23.200,50.3880
23.300,49.3141
23.400,48.2130
23.500,47.0925
23.600,45.9601
23.700,44.8230
23.800,43.6882
23.900,42.5622
24.000,41.4512
24.100,40.3606
24.200,39.2957
24.300,38.2608
24.400,37.2600
24.500,36.2964
24.600,35.3730
24.700,34.4919
24.800,33.6547
24.900,32.8627
25.000,32.1164
25.100,31.4160
25.200,30.7613
25.300,30.1518
25.400,29.5864
25.500,29.0640
25.600,28.5831
25.700,28.1420
25.800,27.7389
25.900,27.3719
26.000,27.0388
26.100,26.7376
26.200,26.4661
26.300,26.2223
26.400,26.0041
26.500,25.8093
26.600,25.6361
26.700,25.4826
26.800,25.3468
26.900,25.2273
27.000,25.1222
27.100,25.0301
27.200,24.9498
27.300,24.8797
27.400,24.8189
27.500,24.7663
27.600,24.7208
27.700,24.6816
27.800,24.6480
27.900,24.6192
28.000,24.5947
28.100,24.5738
28.200,24.5562
28.300,24.5414
28.400,24.5290
28.500,24.5188
28.600,24.5104
28.700,24.5036
28.800,24.4982
28.900,24.4940
29.000,24.4910
29.100,24.4889
29.200,24.4876
29.300,24.4871
29.400,24.4872
29.500,24.4880
29.600,24.4892
29.700,24.4910
29.800,24.4931
29.900,24.4957
30.000,24.4985
30.100,24.5016
30.200,24.5050
30.300,24.5086
30.400,24.5123
30.500,24.5162
30.600,24.5202
30.700,24.5243
30.800,24.5284
30.900,24.5325
31.000,24.5365
31.100,24.5406
31.200,24.5445
31.300,24.5483
31.400,24.5520
31.500,24.5555
31.600,24.5588
31.700,24.5620
31.800,24.5648
31.900,24.5675
32.000,24.5699
32.100,24.5720
32.200,24.5738
32.300,24.5753
32.400,24.5765
32.500,24.5775
32.600,24.5781
32.700,24.5784
32.800,24.5785
32.900,24.5782
33.000,24.5777
33.100,24.5769
33.200,24.5758
33.300,24.5745
33.400,24.5730
33.500,24.5713
33.600,24.5695
33.700,24.5675
33.800,24.5653
33.900,24.5631
34.000,24.5608
34.100,24.5585
34.200,24.5561
34.300,24.5538
34.400,24.5515
34.500,24.5492
34.600,24.5471
34.700,24.5451
34.800,24.5433
34.900,24.5416
35.000,24.5401
35.100,24.5388
35.200,24.5378
35.300,24.5370
35.400,24.5364
35.500,24.5362
35.600,24.5362
35.700,24.5366
35.800,24.5372
35.900,24.5382
36.000,24.5394
36.100,24.5409
36.200,24.5428
36.300,24.5449
36.400,24.5473
36.500,24.5499
36.600,24.5529
36.700,24.5560
36.800,24.5593
36.900,24.5629
37.000,24.5666
37.100,24.5704
37.200,24.5744
37.300,24.5784
37.400,24.5825
37.500,24.5867
37.600,24.5908
37.700,24.5949
37.800,24.5990
37.900,24.6030
38.000,24.6069
38.100,24.6107
38.200,24.6143
38.300,24.6178
38.400,24.6210
38.500,24.6240
38.600,24.6268
38.700,24.6294
38.800,24.6316
38.900,24.6336
39.000,24.6353
39.100,24.6367
39.200,24.6378
39.300,24.6386
39.400,24.6391
39.500,24.6393
39.600,24.6392
39.700,24.6388
39.800,24.6381
39.900,24.6372
40.000,24.6361
