Time_min,Temperature_C
15.900,24.0722
16.000,24.1632
16.100,24.2688
16.200,24.3907
16.300,24.5308
16.400,24.6910
16.500,24.8736
16.600,25.0806
16.700,25.3144
16.800,25.5773
16.900,25.8718
17.000,26.2001
17.100,26.5647
17.200,26.9677
17.300,27.4115
17.400,27.8980
17.500,28.4291
17.600,29.0062
17.700,29.6306
17.800,30.3033
17.900,31.0247
18.000,31.7947
18.100,32.6129
18.200,33.4781
18.300,34.3887
18.400,35.3423
18.500,36.3360
18.600,37.3661
18.700,38.4283
18.800,39.5176
18.900,40.6284
19.000,41.7544
19.100,42.8890
19.200,44.0249
19.300,45.1544
19.400,46.2695
19.500,47.3622
19.600,48.4239
19.700,49.4466
19.800,50.4218
19.900,51.3418
20.000,52.1988
20.100,52.9857
20.200,53.6959
20.300,54.3235
20.400,54.8633
20.500,55.3109
20.600,55.6630
20.700,55.9168
20.800,56.0709
20.900,56.1246
21.000,56.0781
21.100,55.9327
21.200,55.6904
21.300,55.3542
21.400,54.9277
21.500,54.4152
21.600,53.8216
21.700,53.1525
21.800,52.4136
21.900,51.6113
22.000,50.7520
22.100,49.8423
22.200,48.8890
22.300,47.8989
22.400,46.8788
22.500,45.8353
22.600,44.7751
22.700,43.7045
22.800,42.6296
22.900,41.5564
23.000,40.4905
23.100,39.4372
23.200,38.4014
23.300,37.3877
23.400,36.4005
23.500,35.4434
23.600,34.5199
23.700,33.6329
23.800,32.7851
23.900,31.9783
24.000,31.2143
24.100,30.4941
24.200,29.8186
24.300,29.1881
24.400,28.6023
24.500,28.0608
24.600,27.5627
24.700,27.1069
24.800,26.6919
24.900,26.3160
25.000,25.9772
25.100,25.6734
25.200,25.4026
25.300,25.1623
25.400,24.9503
25.500,24.7642
25.600,24.6018
25.700,24.4607
25.800,24.3389
25.900,24.2343
26.000,24.1449
26.100,24.0690
26.200,24.0048
26.300,23.9507
26.400,23.9055
26.500,23.8679
26.600,23.8366
26.700,23.8108
26.800,23.7895
26.900,23.7720
27.000,23.7576
27.100,23.7458
27.200,23.7360
27.300,23.7279
27.400,23.7211
27.500,23.7153
27.600,23.7104
27.700,23.7060
27.800,23.7021
27.900,23.6985
28.000,23.6952
28.100,23.6920
28.200,23.6889
28.300,23.6860
28.400,23.6830
28.500,23.6802
28.600,23.6773
28.700,23.6745
28.800,23.6718
28.900,23.6691
29.000,23.6665
29.100,23.6640
29.200,23.6616
29.300,23.6593
29.400,23.6572
29.500,23.6552
29.600,23.6534
29.700,23.6518
29.800,23.6504
29.900,23.6493
30.000,23.6484
30.100,23.6478
30.200,23.6474
30.300,23.6473
30.400,23.6475
30.500,23.6480
30.600,23.6488
30.700,23.6498
30.800,23.6511
30.900,23.6527
31.000,23.6546
31.100,23.6567
31.200,23.6590
31.300,23.6616
31.400,23.6644
31.500,23.6674
31.600,23.6705
31.700,23.6739
31.800,23.6773
31.900,23.6809
32.000,23.6845
32.100,23.6882
32.200,23.6919
32.300,23.6957
32.400,23.6994
32.500,23.7031
32.600,23.7067
32.700,23.7103
32.800,23.7137
32.900,23.7170
33.000,23.7201
33.100,23.7231
33.200,23.7258
33.300,23.7284
33.400,23.7307
33.500,23.7327
33.600,23.7345
33.700,23.7361
33.800,23.7373
33.900,23.7383
34.000,23.7390
34.100,23.7394
34.200,23.7395
34.300,23.7394
34.400,23.7390
34.500,23.7383
34.600,23.7374
34.700,23.7362
34.800,23.7348
34.900,23.7332
35.000,23.7314
35.100,23.7294
35.200,23.7273
35.300,23.7250
35.400,23.7227
35.500,23.7202
35.600,23.7177
35.700,23.7152
35.800,23.7126
35.900,23.7101
36.000,23.7076
36.100,23.7052
36.200,23.7028
36.300,23.7006
36.400,23.6986
36.500,23.6967
36.600,23.6949
36.700,23.6934
36.800,23.6921
36.900,23.6910
37.000,23.6902
37.100,23.6896
37.200,23.6893
37.300,23.6892
37.400,23.6895
37.500,23.6900
37.600,23.6908
37.700,23.6919
37.800,23.6933
37.900,23.6949
38.000,23.6968
38.100,23.6990
38.200,23.7014
38.300,23.7040
38.400,23.7068
38.500,23.7098
38.600,23.7130
38.700,23.7164
38.800,23.7198
38.900,23.7234
39.000,23.7271
39.100,23.7308
39.200,23.7345
39.300,23.7383
39.400,23.7420
39.500,23.7457
39.600,23.7493
39.700,23.7528
39.800,23.7562
39.900,23.7595
40.000,23.7626
