Record_ID,Time_min,Temperature_C,Mass_mg
92,9.1,116,9.8415
93,9.2,117,9.8402
94,9.3,118,9.8391
95,9.4,119,9.8381
96,9.5,120,9.8372
97,9.6,121,9.8364
98,9.7,122,9.8357
99,9.8,123,9.8350
100,9.9,124,9.8344
101,10.0,125,9.8339
102,10.1,126,9.8335
103,10.2,127,9.8331
104,10.3,128,9.8327
105,10.4,129,9.8324
106,10.5,130,9.8321
107,10.6,131,9.8319
108,10.7,132,9.8317
109,10.8,133,9.8315
110,10.9,134,9.8313
111,11.0,135,9.8312
112,11.1,136,9.8310
113,11.2,137,9.8309
114,11.3,138,9.8308
115,11.4,139,9.8307
116,11.5,140,9.8306
117,11.6,141,9.8306
118,11.7,142,9.8305
119,11.8,143,9.8304
120,11.9,144,9.8304
121,12.0,145,9.8304
122,12.1,146,9.8303
123,12.2,147,9.8303
124,12.3,148,9.8303
125,12.4,149,9.8302
126,12.5,150,9.8302
127,12.6,151,9.8302
128,12.7,152,9.8302
129,12.8,153,9.8301
130,12.9,154,9.8301
131,13.0,155,9.8301
132,13.1,156,9.8301
133,13.2,157,9.8301
134,13.3,158,9.8301
135,13.4,159,9.8301
136,13.5,160,9.8301
137,13.6,161,9.8301
138,13.7,162,9.8301
139,13.8,163,9.8301
140,13.9,164,9.8301
141,14.0,165,9.8300
142,14.1,166,9.8300
143,14.2,167,9.8300
144,14.3,168,9.8300
145,14.4,169,9.8300
146,14.5,170,9.8300
147,14.6,171,9.8300
148,14.7,172,9.8300
149,14.8,173,9.8300
150,14.9,174,9.8300
151,15.0,175,9.8300
152,15.1,176,9.8300
153,15.2,177,9.8300
154,15.3,178,9.8300
155,15.4,179,9.8300
156,15.5,180,9.8300
157,15.6,181,9.8300
158,15.7,182,9.8300
159,15.8,183,9.8300
160,15.9,184,9.8300
161,16.0,185,9.8300
162,16.1,186,9.8300
163,16.2,187,9.8300
164,16.3,188,9.8300
165,16.4,189,9.8300
166,16.5,190,9.8300
167,16.6,191,9.8300
168,16.7,192,9.8300
169,16.8,193,9.8300
170,16.9,194,9.8300
171,17.0,195,9.8300
172,17.1,196,9.8300
173,17.2,197,9.8300
174,17.3,198,9.8300
175,17.4,199,9.8300
176,17.5,200,9.8300
177,17.6,201,9.8300
178,17.7,202,9.8300
179,17.8,203,9.8300
180,17.9,204,9.8300
181,18.0,205,9.8300
182,18.1,206,9.8300
183,18.2,207,9.8299
184,18.3,208,9.8299
185,18.4,209,9.8299
186,18.5,210,9.8299
187,18.6,211,9.8299
188,18.7,212,9.8299
189,18.8,213,9.8299
190,18.9,214,9.8299
191,19.0,215,9.8299
192,19.1,216,9.8299
193,19.2,217,9.8299
194,19.3,218,9.8299
195,19.4,219,9.8298
196,19.5,220,9.8298
197,19.6,221,9.8298
198,19.7,222,9.8298
199,19.8,223,9.8298
200,19.9,224,9.8298
201,20.0,225,9.8297
202,20.1,226,9.8297
203,20.2,227,9.8297
204,20.3,228,9.8297
205,20.4,229,9.8297
206,20.5,230,9.8296
207,20.6,231,9.8296
208,20.7,232,9.8296
209,20.8,233,9.8295
210,20.9,234,9.8295
211,21.0,235,9.8295
212,21.1,236,9.8294
213,21.2,237,9.8294
214,21.3,238,9.8293
215,21.4,239,9.8293
216,21.5,240,9.8292
217,21.6,241,9.8291
218,21.7,242,9.8291
219,21.8,243,9.8290
220,21.9,244,9.8289
221,22.0,245,9.8288
222,22.1,246,9.8288
223,22.2,247,9.8287
224,22.3,248,9.8286
225,22.4,249,9.8285
226,22.5,250,9.8283
227,22.6,251,9.8282
228,22.7,252,9.8281
229,22.8,253,9.8279
230,22.9,254,9.8278
231,23.0,255,9.8276
232,23.1,256,9.8274
233,23.2,257,9.8273
234,23.3,258,9.8270
235,23.4,259,9.8268
236,23.5,260,9.8266
237,23.6,261,9.8263
238,23.7,262,9.8261
239,23.8,263,9.8258
240,23.9,264,9.8255
241,24.0,265,9.8251
242,24.1,266,9.8248
243,24.2,267,9.8244
244,24.3,268,9.8240
245,24.4,269,9.8235
246,24.5,270,9.8230
247,24.6,271,9.8225
248,24.7,272,9.8219
249,24.8,273,9.8213
250,24.9,274,9.8207
251,25.0,275,9.8200
252,25.1,276,9.8193
253,25.2,277,9.8185
254,25.3,278,9.8176
255,25.4,279,9.8167
256,25.5,280,9.8157
257,25.6,281,9.8147
258,25.7,282,9.8135
259,25.8,283,9.8123
260,25.9,284,9.8110
261,26.0,285,9.8096
262,26.1,286,9.8081
263,26.2,287,9.8065
264,26.3,288,9.8048
265,26.4,289,9.8029
266,26.5,290,9.8009
267,26.6,291,9.7988
268,26.7,292,9.7965
269,26.8,293,9.7940
270,26.9,294,9.7913
271,27.0,295,9.7885
272,27.1,296,9.7854
273,27.2,297,9.7822
274,27.3,298,9.7786
275,27.4,299,9.7749
276,27.5,300,9.7708
277,27.6,301,9.7665
278,27.7,302,9.7618
279,27.8,303,9.7569
280,27.9,304,9.7515
281,28.0,305,9.7458
282,28.1,306,9.7396
283,28.2,307,9.7330
284,28.3,308,9.7260
285,28.4,309,9.7184
286,28.5,310,9.7103
287,28.6,311,9.7016
288,28.7,312,9.6923
289,28.8,313,9.6824
290,28.9,314,9.6717
291,29.0,315,9.6603
292,29.1,316,9.6481
293,29.2,317,9.6351
294,29.3,318,9.6212
295,29.4,319,9.6063
296,29.5,320,9.5903
297,29.6,321,9.5733
298,29.7,322,9.5552
299,29.8,323,9.5358
300,29.9,324,9.5151
301,30.0,325,9.4930
302,30.1,326,9.4695
303,30.2,327,9.4445
304,30.3,328,9.4179
305,30.4,329,9.3895
306,30.5,330,9.3594
307,30.6,331,9.3274
308,30.7,332,9.2934
309,30.8,333,9.2573
310,30.9,334,9.2191
311,31.0,335,9.1786
312,31.1,336,9.1358
313,31.2,337,9.0905
314,31.3,338,9.0427
315,31.4,339,8.9923
316,31.5,340,8.9392
317,31.6,341,8.8833
318,31.7,342,8.8245
319,31.8,343,8.7629
320,31.9,344,8.6983
321,32.0,345,8.6307
322,32.1,346,8.5601
323,32.2,347,8.4864
324,32.3,348,8.4097
325,32.4,349,8.3300
326,32.5,350,8.2472
327,32.6,351,8.1616
328,32.7,352,8.0730
329,32.8,353,7.9817
330,32.9,354,7.8877
331,33.0,355,7.7911
332,33.1,356,7.6922
333,33.2,357,7.5910
334,33.3,358,7.4878
335,33.4,359,7.3827
336,33.5,360,7.2761
337,33.6,361,7.1681
338,33.7,362,7.0590
339,33.8,363,6.9491
340,33.9,364,6.8386
341,34.0,365,6.7278
342,34.1,366,6.6170
343,34.2,367,6.5065
344,34.3,368,6.3965
345,34.4,369,6.2874
346,34.5,370,6.1793
347,34.6,371,6.0726
348,34.7,372,5.9675
349,34.8,373,5.8642
350,34.9,374,5.7629
351,35.0,375,5.6638
352,35.1,376,5.5671
353,35.2,377,5.4729
354,35.3,378,5.3814
355,35.4,379,5.2926
356,35.5,380,5.2068
357,35.6,381,5.1238
358,35.7,382,5.0438
359,35.8,383,4.9668
360,35.9,384,4.8928
361,36.0,385,4.8219
362,36.1,386,4.7540
363,36.2,387,4.6890
364,36.3,388,4.6270
365,36.4,389,4.5678
366,36.5,390,4.5115
367,36.6,391,4.4579
368,36.7,392,4.4070
369,36.8,393,4.3586
370,36.9,394,4.3128
371,37.0,395,4.2694
372,37.1,396,4.2282
373,37.2,397,4.1893
374,37.3,398,4.1525
375,37.4,399,4.1178
376,37.5,400,4.0850
377,37.6,401,4.0540
378,37.7,402,4.0247
379,37.8,403,3.9971
380,37.9,404,3.9711
381,38.0,405,3.9465
382,38.1,406,3.9233
383,38.2,407,3.9014
384,38.3,408,3.8808
385,38.4,409,3.8613
386,38.5,410,3.8428
387,38.6,411,3.8254
388,38.7,412,3.8089
389,38.8,413,3.7933
390,38.9,414,3.7785
391,39.0,415,3.7645
392,39.1,416,3.7511
393,39.2,417,3.7384
394,39.3,418,3.7262
395,39.4,419,3.7146
396,39.5,420,3.7035
397,39.6,421,3.6928
398,39.7,422,3.6826
399,39.8,423,3.6726
400,39.9,424,3.6630
401,40.0,425,3.6537
402,40.1,426,3.6446
403,40.2,427,3.6357
404,40.3,428,3.6270
405,40.4,429,3.6184
406,40.5,430,3.6099
407,40.6,431,3.6015
408,40.7,432,3.5932
409,40.8,433,3.5848
410,40.9,434,3.5765
411,41.0,435,3.5681
412,41.1,436,3.5596
413,41.2,437,3.5510
414,41.3,438,3.5423
415,41.4,439,3.5335
416,41.5,440,3.5245
417,41.6,441,3.5153
418,41.7,442,3.5058
419,41.8,443,3.4961
420,41.9,444,3.4862
421,42.0,445,3.4759
422,42.1,446,3.4654
423,42.2,447,3.4544
424,42.3,448,3.4432
425,42.4,449,3.4315
426,42.5,450,3.4194
427,42.6,451,3.4069
428,42.7,452,3.3940
429,42.8,453,3.3805
430,42.9,454,3.3666
431,43.0,455,3.3522
432,43.1,456,3.3372
433,43.2,457,3.3217
434,43.3,458,3.3056
435,43.4,459,3.2889
436,43.5,460,3.2716
437,43.6,461,3.2537
438,43.7,462,3.2352
439,43.8,463,3.2161
440,43.9,464,3.1963
441,44.0,465,3.1759
442,44.1,466,3.1548
443,44.2,467,3.1330
444,44.3,468,3.1106
445,44.4,469,3.0876
446,44.5,470,3.0638
447,44.6,471,3.0395
448,44.7,472,3.0144
449,44.8,473,2.9888
450,44.9,474,2.9625
451,45.0,475,2.9357
452,45.1,476,2.9082
453,45.2,477,2.8802
454,45.3,478,2.8517
455,45.4,479,2.8227
456,45.5,480,2.7932
457,45.6,481,2.7632
458,45.7,482,2.7329
459,45.8,483,2.7022
460,45.9,484,2.6712
461,46.0,485,2.6399
462,46.1,486,2.6084
463,46.2,487,2.5767
464,46.3,488,2.5448
465,46.4,489,2.5128
466,46.5,490,2.4808
467,46.6,491,2.4489
468,46.7,492,2.4169
469,46.8,493,2.3851
470,46.9,494,2.3534
471,47.0,495,2.3219
472,47.1,496,2.2907
473,47.2,497,2.2597
474,47.3,498,2.2291
475,47.4,499,2.1988
476,47.5,500,2.1690
477,47.6,501,2.1396
478,47.7,502,2.1106
479,47.8,503,2.0822
480,47.9,504,2.0544
481,48.0,505,2.0271
482,48.1,506,2.0004
483,48.2,507,1.9743
484,48.3,508,1.9488
485,48.4,509,1.9240
486,48.5,510,1.8999
487,48.6,511,1.8764
488,48.7,512,1.8536
489,48.8,513,1.8314
490,48.9,514,1.8100
491,49.0,515,1.7892
492,49.1,516,1.7691
493,49.2,517,1.7497
494,49.3,518,1.7310
495,49.4,519,1.7129
496,49.5,520,1.6955
497,49.6,521,1.6788
498,49.7,522,1.6626
499,49.8,523,1.6471
500,49.9,524,1.6323
501,50.0,525,1.6180
502,50.1,526,1.6043
503,50.2,527,1.5911
504,50.3,528,1.5785
505,50.4,529,1.5665
506,50.5,530,1.5550
507,50.6,531,1.5439
508,50.7,532,1.5334
509,50.8,533,1.5233
510,50.9,534,1.5137
511,51.0,535,1.5045
512,51.1,536,1.4958
513,51.2,537,1.4874
514,51.3,538,1.4795
515,51.4,539,1.4719
516,51.5,540,1.4647
517,51.6,541,1.4578
518,51.7,542,1.4513
519,51.8,543,1.4450
520,51.9,544,1.4391
521,52.0,545,1.4335
522,52.1,546,1.4281
523,52.2,547,1.4231
524,52.3,548,1.4182
525,52.4,549,1.4136
526,52.5,550,1.4093
527,52.6,551,1.4051
528,52.7,552,1.4012
529,52.8,553,1.3975
530,52.9,554,1.3939
531,53.0,555,1.3905
532,53.1,556,1.3874
533,53.2,557,1.3843
534,53.3,558,1.3815
535,53.4,559,1.3787
536,53.5,560,1.3762
537,53.6,561,1.3737
538,53.7,562,1.3714
539,53.8,563,1.3692
540,53.9,564,1.3671
541,54.0,565,1.3651
542,54.1,566,1.3633
543,54.2,567,1.3615
544,54.3,568,1.3598
545,54.4,569,1.3582
546,54.5,570,1.3567
547,54.6,571,1.3553
548,54.7,572,1.3539
549,54.8,573,1.3527
550,54.9,574,1.3515
551,55.0,575,1.3503
552,55.1,576,1.3492
553,55.2,577,1.3482
554,55.3,578,1.3472
555,55.4,579,1.3463
556,55.5,580,1.3454
557,55.6,581,1.3446
558,55.7,582,1.3438
559,55.8,583,1.3431
560,55.9,584,1.3424
561,56.0,585,1.3417
562,56.1,586,1.3411
563,56.2,587,1.3405
564,56.3,588,1.3399
565,56.4,589,1.3394
566,56.5,590,1.3389
567,56.6,591,1.3384
568,56.7,592,1.3380
569,56.8,593,1.3375
570,56.9,594,1.3371
571,57.0,595,1.3367
572,57.1,596,1.3364
573,57.2,597,1.3360
574,57.3,598,1.3357
575,57.4,599,1.3354
576,57.5,600,1.3351
577,57.6,601,1.3348
578,57.7,602,1.3346
579,57.8,603,1.3343
580,57.9,604,1.3341
581,58.0,605,1.3339
582,58.1,606,1.3337
583,58.2,607,1.3335
584,58.3,608,1.3333
585,58.4,609,1.3331
586,58.5,610,1.3330
587,58.6,611,1.3328
588,58.7,612,1.3326
589,58.8,613,1.3325
590,58.9,614,1.3324
591,59.0,615,1.3322
592,59.1,616,1.3321
593,59.2,617,1.3320
594,59.3,618,1.3319
595,59.4,619,1.3318
596,59.5,620,1.3317
597,59.6,621,1.3316
598,59.7,622,1.3315
599,59.8,623,1.3314
600,59.9,624,1.3314
601,60.0,625,1.3313
602,60.1,626,1.3312
603,60.2,627,1.3312
604,60.3,628,1.3311
605,60.4,629,1.3310
606,60.5,630,1.3310
607,60.6,631,1.3309
608,60.7,632,1.3309
609,60.8,633,1.3308
610,60.9,634,1.3308
611,61.0,635,1.3308
612,61.1,636,1.3307
613,61.2,637,1.3307
614,61.3,638,1.3306
615,61.4,639,1.3306
616,61.5,640,1.3306
617,61.6,641,1.3305
618,61.7,642,1.3305
619,61.8,643,1.3305
620,61.9,644,1.3305
621,62.0,645,1.3304
622,62.1,646,1.3304
623,62.2,647,1.3304
624,62.3,648,1.3304
625,62.4,649,1.3304
626,62.5,650,1.3303
627,62.6,651,1.3303
628,62.7,652,1.3303
629,62.8,653,1.3303
630,62.9,654,1.3303
631,63.0,655,1.3303
632,63.1,656,1.3303
633,63.2,657,1.3302
634,63.3,658,1.3302
635,63.4,659,1.3302
636,63.5,660,1.3302
637,63.6,661,1.3302
638,63.7,662,1.3302
639,63.8,663,1.3302
640,63.9,664,1.3302
641,64.0,665,1.3302
642,64.1,666,1.3302
643,64.2,667,1.3302
644,64.3,668,1.3301
645,64.4,669,1.3301
646,64.5,670,1.3301
647,64.6,671,1.3301
648,64.7,672,1.3301
649,64.8,673,1.3301
650,64.9,674,1.3301
651,65.0,675,1.3301
652,65.1,676,1.3301
653,65.2,677,1.3301
654,65.3,678,1.3301
655,65.4,679,1.3301
656,65.5,680,1.3301
657,65.6,681,1.3301
658,65.7,682,1.3301
659,65.8,683,1.3301
660,65.9,684,1.3301
661,66.0,685,1.3301
662,66.1,686,1.3301
663,66.2,687,1.3301
664,66.3,688,1.3301
665,66.4,689,1.3301
666,66.5,690,1.3301
667,66.6,691,1.3301
668,66.7,692,1.3301
669,66.8,693,1.3301
670,66.9,694,1.3301
671,67.0,695,1.3301
672,67.1,696,1.3301
673,67.2,697,1.3301
674,67.3,698,1.3300
675,67.4,699,1.3300
676,67.5,700,1.3300
677,67.6,701,1.3300
678,67.7,702,1.3300
679,67.8,703,1.3300
680,67.9,704,1.3300
681,68.0,705,1.3300
682,68.1,706,1.3300
683,68.2,707,1.3300
684,68.3,708,1.3300
685,68.4,709,1.3300
686,68.5,710,1.3300
687,68.6,711,1.3300
688,68.7,712,1.3300
689,68.8,713,1.3300
690,68.9,714,1.3300
691,69.0,715,1.3300
692,69.1,716,1.3300
693,69.2,717,1.3300
694,69.3,718,1.3300
695,69.4,719,1.3300
696,69.5,720,1.3300
697,69.6,721,1.3300
698,69.7,722,1.3300
699,69.8,723,1.3300
700,69.9,724,1.3300
701,70.0,725,1.3300
702,70.1,726,1.3300
703,70.2,727,1.3300
704,70.3,728,1.3300
705,70.4,729,1.3300
706,70.5,730,1.3300
707,70.6,731,1.3300
708,70.7,732,1.3300
709,70.8,733,1.3300
710,70.9,734,1.3300
711,71.0,735,1.3300
712,71.1,736,1.3300
713,71.2,737,1.3300
714,71.3,738,1.3300
715,71.4,739,1.3300
716,71.5,740,1.3300
717,71.6,741,1.3300
718,71.7,742,1.3300
719,71.8,743,1.3300
720,71.9,744,1.3300
721,72.0,745,1.3300
722,72.1,746,1.3300
723,72.2,747,1.3300
724,72.3,748,1.3300
725,72.4,749,1.3300
726,72.5,750,1.3300
727,72.6,751,1.3300
728,72.7,752,1.3300
729,72.8,753,1.3300
730,72.9,754,1.3300
731,73.0,755,1.3300
732,73.1,756,1.3300
733,73.2,757,1.3300
734,73.3,758,1.3300
735,73.4,759,1.3300
736,73.5,760,1.3300
737,73.6,761,1.3300
738,73.7,762,1.3300
739,73.8,763,1.3300
740,73.9,764,1.3300
741,74.0,765,1.3300
742,74.1,766,1.3300
743,74.2,767,1.3300
744,74.3,768,1.3300
745,74.4,769,1.3300
746,74.5,770,1.3300
747,74.6,771,1.3300
748,74.7,772,1.3300
749,74.8,773,1.3300
750,74.9,774,1.3300
751,75.0,775,1.3300
752,75.1,776,1.3300
753,75.2,777,1.3300
754,75.3,778,1.3300
755,75.4,779,1.3300
756,75.5,780,1.3300
757,75.6,781,1.3300
758,75.7,782,1.3300
759,75.8,783,1.3300
760,75.9,784,1.3300
761,76.0,785,1.3300
762,76.1,786,1.3300
763,76.2,787,1.3300
764,76.3,788,1.3300
765,76.4,789,1.3300
766,76.5,790,1.3300
767,76.6,791,1.3300
768,76.7,792,1.3300
769,76.8,793,1.3300
770,76.9,794,1.3300
771,77.0,795,1.3300
772,77.1,796,1.3300
773,77.2,797,1.3300
774,77.3,798,1.3300
775,77.4,799,1.3300
776,77.5,800,1.3300
